Orthogroup	Osmia_lignaria	Drosophila_melanogaster
OG0000298	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1	NP_650963.2
OG0000300	XP_034177825.1	NP_648000.1
OG0000300	XP_034193167.1, XP_034193170.1	NP_001285398.1
OG0000301	XP_034187069.1	NP_572721.1
OG0000301	XP_034187199.1	NP_525031.1
OG0000302	XP_034189557.1	NP_001246314.1
OG0000302	XP_034189445.1, XP_034189444.1	NP_730054.1
OG0000303	XP_034187015.1	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1
OG0000304	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1	NP_788277.1
OG0000305	XP_034181240.1	NP_001284764.1, NP_650013.3, NP_650012.2
OG0000307	XP_034191324.1, XP_034191323.1	NP_650089.1
OG0000308	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1	NP_001261704.1
OG0000309	XP_034191109.1, XP_034191110.1	NP_651063.1
OG0000310	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1	NP_001286754.1
OG0000311	XP_034192428.1	NP_477380.1
OG0000312	XP_034194110.1, XP_034194111.1	NP_001286891.1
OG0000313	XP_034185221.1	NP_001262580.1, NP_727588.2
OG0000314	XP_034178893.1, XP_034178894.1	NP_611815.3
OG0000314	XP_034178892.1	NP_001287244.1
OG0000316	XP_034190778.1	NP_723502.2, NP_611157.1
OG0000316	XP_034191977.1	NP_611470.1
OG0000317	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1	NP_732413.1
OG0000318	XP_034190993.1	NP_609354.1
OG0000319	XP_034193123.1, XP_034193122.1, XP_034193121.1	NP_523751.2
OG0000320	XP_034191979.1	NP_001285825.1, NP_476734.1
OG0000321	XP_034181909.1	NP_523551.1
OG0000322	XP_034189952.1, XP_034183562.1	NP_996040.1
OG0000322	XP_034172314.1	NP_649068.1
OG0000323	XP_034175132.1, XP_034175130.1, XP_034175131.1	NP_524359.2
OG0000324	XP_034174782.1, XP_034174775.1	NP_001189070.1
OG0000326	XP_034184186.1, XP_034184185.1	NP_001246635.1
OG0000327	XP_034175010.1, XP_034175012.1	NP_001246651.1
OG0000330	XP_034196109.1, XP_034196108.1	NP_523672.1
OG0000331	XP_034185977.1, XP_034185976.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_034194113.1, XP_034194114.1, XP_034194115.1	NP_651838.1
OG0000333	XP_034173930.1, XP_034173975.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_034183398.1, XP_034183399.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_034175478.1	NP_649526.2
OG0000335	XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1	NP_608439.2, NP_001285956.1
OG0000336	XP_034190416.1	NP_001286141.1
OG0000337	XP_034175506.1	NP_001097630.2
OG0000338	XP_034182687.1	NP_001303553.1, NP_728030.2
OG0000338	XP_034176771.1	NP_001245442.1, NP_001285408.1
OG0000339	XP_034192643.1	NP_649788.2
OG0000339	XP_034185690.1	NP_001245907.1
OG0000340	XP_034180751.1	NP_726025.1, NP_611123.2
OG0000341	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1	NP_001284896.1
OG0000342	XP_034175390.1	NP_649266.1
OG0000344	XP_034172096.1, XP_034172095.1, XP_034172097.1	NP_001246528.1
OG0000345	XP_034194321.1	NP_610946.1
OG0000347	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_034191076.1, XP_034191073.1, XP_034191074.1	NP_650967.2
OG0000350	XP_034175114.1, XP_034175113.1, XP_034175112.1	NP_726992.2
OG0000351	XP_034182794.1, XP_034182795.1	NP_001286398.1
OG0000352	XP_034171365.1, XP_034171366.1	NP_001259266.1
OG0000356	XP_034184610.1	NP_001163468.1, NP_728338.2
OG0000357	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1	NP_001137674.2
OG0000358	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1	NP_001286927.1
OG0000360	XP_034178956.1	NP_001246235.1
OG0000361	XP_034179560.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_034189061.1	NP_647710.1
OG0000362	XP_034188792.1, XP_034188799.1	NP_523888.1
OG0000363	XP_034171304.1	NP_609157.3
OG0000363	XP_034184767.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_034177364.1, XP_034177365.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_034176168.1, XP_034176167.1, XP_034176169.1	NP_729619.1
OG0000367	XP_034183395.1, XP_034183397.1, XP_034183396.1	NP_001286000.1
OG0000368	XP_034187201.1	NP_001260509.1
OG0000368	XP_034187101.1	NP_001285984.1
OG0000369	XP_034179186.1, XP_034181298.1	NP_649024.1
OG0000370	XP_034171787.1	NP_648711.1
OG0000370	XP_034171026.1	NP_001356925.1
OG0000372	XP_034175981.1, XP_034189717.1	NP_788925.2, NP_728118.2
OG0000375	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1	NP_001262227.1
OG0000376	XP_034183658.1, XP_034183657.1	NP_611476.3
OG0000377	XP_034189355.1	NP_476977.1
OG0000378	XP_034195429.1	NP_996298.1
OG0000379	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1	NP_001162668.2
OG0000380	XP_034173136.1, XP_034173135.1	NP_524672.1
OG0000381	XP_034186144.1	NP_727418.1
OG0000381	XP_034171088.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1, XP_034173696.1	NP_001259313.1, NP_610213.1
OG0000383	XP_034175172.1, XP_034175972.1, XP_034175974.1, XP_034175971.1, XP_034175970.1, XP_034175973.1	NP_001163142.1
OG0000384	XP_034196598.1, XP_034196592.1	NP_001189151.1
OG0000384	XP_034196612.1	NP_001188547.1
OG0000385	XP_034195100.1, XP_034196159.1	NP_611305.1
OG0000386	XP_034178869.1, XP_034178868.1	NP_001259349.1
OG0000388	XP_034190357.1	NP_001285744.1
OG0000388	XP_034175524.1	NP_523952.2
OG0000389	XP_034172589.1, XP_034172592.1	NP_651184.1
OG0000390	XP_034181045.1	NP_001036599.1
OG0000394	XP_034180996.1, XP_034180995.1, XP_034180997.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_034194866.1, XP_034194334.1	NP_001262738.1
OG0000396	XP_034185871.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_034181654.1	NP_649233.2
OG0000398	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	NP_611475.3
OG0000399	XP_034185476.1, XP_034185473.1	NP_001285311.1
OG0000400	XP_034183839.1	NP_001259479.1
OG0000401	XP_034176760.1, XP_034176759.1, XP_034176762.1, XP_034176761.1, XP_034176758.1, XP_034176757.1	NP_651350.2
OG0000403	XP_034173069.1, XP_034173076.1, XP_034173077.1	NP_723263.2
OG0000405	XP_034189852.1	NP_609402.1
OG0000405	XP_034185956.1	NP_723611.1
OG0000406	XP_034193510.1	NP_650571.2, NP_649888.1
OG0000407	XP_034171122.1, XP_034171123.1, XP_034171121.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_034184886.1	NP_001097137.1
OG0000408	XP_034179957.1	NP_001261876.1
OG0000409	XP_034187439.1	NP_001247003.1
OG0000411	XP_034181278.1	NP_730248.2
OG0000411	XP_034185032.1	NP_570017.1
OG0000412	XP_034180047.1, XP_034180046.1	NP_001246627.1
OG0000412	XP_034189406.1, XP_034189403.1	NP_573357.1, NP_001259699.1
OG0000413	XP_034173017.1, XP_034173016.1	NP_523375.2
OG0000415	XP_034174807.1, XP_034174805.1, XP_034174804.1, XP_034174809.1, XP_034174808.1, XP_034174806.1	NP_733403.1
OG0000416	XP_034173390.1, XP_034173389.1, XP_034181739.1, XP_034194914.1	NP_995952.1, NP_476818.1
OG0000417	XP_034173968.1	NP_001097759.1
OG0000417	XP_034179610.1	NP_001246053.1
OG0000418	XP_034187154.1	NP_001247272.1
OG0000418	XP_034192859.1	NP_001246512.1
OG0000419	XP_034180586.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_034171358.1, XP_034171359.1	NP_726324.3
OG0000421	XP_034190976.1, XP_034190977.1, XP_034190972.1, XP_034190973.1, XP_034190974.1, XP_034190975.1, XP_034190980.1, XP_034190981.1, XP_034190982.1, XP_034190983.1, XP_034190966.1, XP_034190969.1, XP_034190968.1, XP_034190967.1, XP_034190965.1, XP_034190964.1, XP_034190971.1, XP_034190970.1, XP_034190978.1	NP_477105.2
OG0000422	XP_034192994.1, XP_034192996.1, XP_034192997.1, XP_034193000.1, XP_034192992.1, XP_034192993.1, XP_034192985.1, XP_034192986.1, XP_034192984.1, XP_034192989.1, XP_034192990.1, XP_034192987.1, XP_034192995.1, XP_034192988.1, XP_034192998.1, XP_034192999.1	NP_001260025.1
OG0000423	XP_034187444.1, XP_034187441.1, XP_034187442.1, XP_034187443.1, XP_034187440.1	NP_651694.1
OG0000425	XP_034185807.1, XP_034185808.1, XP_034185805.1	NP_647811.2
OG0000426	XP_034192474.1	NP_001163740.1
OG0000427	XP_034194729.1, XP_034187714.1	NP_001286728.1, NP_001286726.1
OG0000427	XP_034177017.1	NP_732572.1
OG0000428	XP_034179556.1	NP_001263092.1
OG0000428	XP_034185049.1	NP_001097741.1
OG0000429	XP_034192589.1	NP_788728.1
OG0000430	XP_034172332.1, XP_034172303.1	NP_001286094.1
OG0000431	XP_034185073.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_034185323.1, XP_034185324.1, XP_034185325.1	NP_001260310.1
OG0000434	XP_034187557.1, XP_034187556.1, XP_034187555.1, XP_034187554.1, XP_034187553.1, XP_034187558.1	NP_001261100.1
OG0000436	XP_034190341.1	NP_001246364.1
OG0000437	XP_034182896.1, XP_034182895.1	NP_001287127.1
OG0000438	XP_034177563.1	NP_650405.2
OG0000439	XP_034176782.1	NP_647622.1, NP_001261264.1
OG0000440	XP_034175070.1	NP_651672.1
OG0000440	XP_034185651.1	NP_650722.1, NP_650720.1, NP_001260388.1
OG0000441	XP_034185619.1, XP_034185617.1, XP_034185618.1	NP_001162891.1
OG0000442	XP_034181908.1	NP_001259518.1
OG0000443	XP_034180034.1, XP_034180057.1	NP_001260942.1, NP_610331.1
OG0000444	XP_034193114.1, XP_034193115.1, XP_034193113.1	NP_609032.1
OG0000445	XP_034190773.1	NP_723044.1
OG0000445	XP_034190775.1	NP_001260071.1
OG0000446	XP_034181155.1, XP_034181151.1, XP_034181153.1, XP_034181154.1	NP_001263109.1
OG0000447	XP_034185552.1, XP_034185553.1	NP_727696.2
OG0000448	XP_034192918.1	NP_651721.1
OG0000449	XP_034175098.1, XP_034175099.1, XP_034175100.1, XP_034175095.1, XP_034175101.1, XP_034175102.1, XP_034175097.1	NP_001246778.1, NP_001246777.1
OG0000451	XP_034181554.1	NP_609750.1, NP_730966.1
OG0000452	XP_034193074.1	NP_001260946.1
OG0000452	XP_034190816.1	NP_001286988.1
OG0000453	XP_034191667.1	NP_001246225.1
OG0000454	XP_034191353.1, XP_034191354.1, XP_034191351.1, XP_034191352.1, XP_034191356.1, XP_034191359.1, XP_034191357.1, XP_034191358.1, XP_034191361.1, XP_034191360.1	NP_610614.1
OG0000456	XP_034196409.1, XP_034196401.1	NP_608737.1, NP_651434.3
OG0000457	XP_034191079.1	NP_001368957.1
OG0000458	XP_034173465.1, XP_034173463.1, XP_034173464.1	NP_611606.1
OG0000459	XP_034186067.1, XP_034186069.1, XP_034186068.1	NP_001356963.1
OG0000460	XP_034172555.1	NP_001015261.3
OG0000461	XP_034178750.1, XP_034178751.1, XP_034178749.1	NP_001285280.1
OG0000462	XP_034193967.1	NP_001261842.1
OG0000463	XP_034172138.1	NP_001245447.1, NP_001096965.1
OG0000464	XP_034172746.1	NP_651860.2, NP_733051.2
OG0000466	XP_034188067.1	NP_609172.1
OG0000467	XP_034175898.1	NP_001246713.1
OG0000468	XP_034179339.1	NP_001260343.1
OG0000469	XP_034174271.1, XP_034174272.1, XP_034174273.1, XP_034174270.1	NP_651781.1
OG0000470	XP_034182970.1, XP_034182969.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_034184461.1, XP_034184462.1, XP_034184460.1	NP_001188992.1
OG0000472	XP_034195907.1, XP_034195787.1	NP_001285147.1
OG0000475	XP_034179714.1	NP_609588.1
OG0000476	XP_034173702.1	NP_001285980.1
OG0000477	XP_034173419.1	NP_728869.1
OG0000478	XP_034195846.1	NP_001027127.1
OG0000479	XP_034175212.1	NP_524809.2
OG0000480	XP_034176735.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_034195542.1	NP_001097060.1, NP_001036339.1, NP_001260521.1
OG0000483	XP_034172717.1, XP_034172718.1, XP_034172720.1, XP_034172719.1	NP_610217.1, NP_611859.1
OG0000484	XP_034179767.1	NP_001163649.1
OG0000485	XP_034181035.1, XP_034181032.1	NP_001286073.1, NP_001286071.1
OG0000486	XP_034178154.1	NP_611374.1
OG0000487	XP_034193011.1, XP_034193013.1, XP_034193014.1, XP_034193012.1	NP_651901.3
OG0000488	XP_034181104.1, XP_034181105.1, XP_034181101.1, XP_034181102.1, XP_034181103.1	NP_001286563.1
OG0000489	XP_034187716.1, XP_034187717.1, XP_034187718.1	NP_001284957.1
OG0000490	XP_034176689.1	NP_001287103.1
OG0000491	XP_034194744.1	NP_788278.1, NP_523702.1
OG0000492	XP_034182815.1, XP_034182814.1	NP_001036362.1
OG0000493	XP_034189580.1, XP_034189578.1, XP_034189579.1, XP_034189581.1	NP_996214.1
OG0000495	XP_034177187.1, XP_034177193.1	NP_612040.1
OG0000496	XP_034183865.1, XP_034183826.1, XP_034183833.1, XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183817.1	NP_523937.2
OG0000497	XP_034189658.1	NP_001036687.1
OG0000497	XP_034176952.1, XP_034176951.1	NP_001261016.1
OG0000498	XP_034184754.1, XP_034184753.1, XP_034184755.1, XP_034184752.1	NP_611046.2
OG0000499	XP_034195515.1	NP_610430.1
OG0000500	XP_034195891.1	NP_001245427.1
OG0000501	XP_034195124.1, XP_034191370.1, XP_034186987.1, XP_034191003.1	NP_001261211.1
OG0000501	XP_034186343.1	NP_001261207.1
OG0000502	XP_034182531.1	NP_610226.2
OG0000503	XP_034194404.1, XP_034194406.1, XP_034194405.1	NP_001163291.1
OG0000504	XP_034188551.1	NP_477213.1, NP_609349.1
OG0000505	XP_034191635.1	NP_001285501.1
OG0000506	XP_034171440.1	NP_001334747.1
OG0000507	XP_034171017.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	XP_034183968.1, XP_034183965.1, XP_034183964.1, XP_034183967.1, XP_034183962.1, XP_034183963.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_034178282.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_034179478.1, XP_034179477.1, XP_034179479.1, XP_034179481.1, XP_034179480.1	NP_001246792.1
OG0000513	XP_034187715.1	NP_610051.2
OG0000516	XP_034189410.1, XP_034189409.1	NP_476699.1
OG0000517	XP_034196123.1, XP_034196122.1	NP_732486.2
OG0000518	XP_034192052.1, XP_034192050.1, XP_034192051.1	NP_001137633.1
OG0000519	XP_034189833.1, XP_034189815.1, XP_034189824.1	NP_648378.1
OG0000520	XP_034177207.1	NP_609115.1
OG0000521	XP_034195651.1, XP_034195652.1	NP_001303469.1
OG0000522	XP_034179558.1	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_034172487.1, XP_034172483.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_034183787.1	NP_649370.1, NP_649374.1
OG0000525	XP_034186722.1, XP_034186723.1	NP_001263050.1
OG0000526	XP_034181293.1	NP_610483.1
OG0000526	XP_034175726.1, XP_034175715.1	NP_001246039.1
OG0000528	XP_034183159.1	NP_650142.1, NP_608978.2
OG0000529	XP_034192373.1, XP_034194295.1	NP_722721.1
OG0000530	XP_034191810.1	NP_523957.1
OG0000530	XP_034191807.1	NP_001287054.1
OG0000533	XP_034177024.1, XP_034177015.1, XP_034177030.1	NP_726548.1
OG0000536	XP_034171782.1	NP_524406.1
OG0000537	XP_034193443.1	NP_001188817.2
OG0000538	XP_034178598.1	NP_001137782.1
OG0000540	XP_034189731.1, XP_034189733.1	NP_648284.1
OG0000540	XP_034193506.1	NP_729446.1
OG0000541	XP_034173505.1	NP_651714.1
OG0000543	XP_034173912.1, XP_034173836.1, XP_034173989.1	NP_001259662.1
OG0000544	XP_034193521.1, XP_034193522.1, XP_034193523.1	NP_001260884.1
OG0000545	XP_034194016.1, XP_034175077.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_034184573.1, XP_034184571.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_034182344.1	NP_511062.1
OG0000548	XP_034179922.1, XP_034179921.1	NP_648127.1, NP_648126.1
OG0000551	XP_034175543.1	NP_001259638.1, NP_573191.1
OG0000552	XP_034173651.1	NP_001286811.1
OG0000553	XP_034181902.1	NP_001189023.1
OG0000554	XP_034188154.1, XP_034193845.1	NP_651415.1
OG0000555	XP_034189901.1	NP_611172.1
OG0000555	XP_034189902.1	NP_001259584.1, NP_001033936.1
OG0000556	XP_034177584.1, XP_034177583.1, XP_034177586.1	NP_647674.1
OG0000557	XP_034184508.1	NP_573098.1
OG0000558	XP_034176933.1	NP_650732.1
OG0000559	XP_034186341.1	NP_001285224.1
OG0000560	XP_034179618.1, XP_034179617.1, XP_034179616.1	NP_001287513.1
OG0000561	XP_034187982.1	NP_001285680.1
OG0000561	XP_034187985.1	NP_648220.1
OG0000562	XP_034182130.1	NP_648523.1
OG0000562	XP_034182129.1, XP_034182128.1	NP_477210.1
OG0000563	XP_034177453.1, XP_034177454.1	NP_648501.1
OG0000564	XP_034175704.1, XP_034175703.1, XP_034175700.1, XP_034175699.1, XP_034175702.1, XP_034175701.1	NP_001097215.1
OG0000565	XP_034180490.1, XP_034189412.1	NP_001286175.1
OG0000567	XP_034175961.1, XP_034175960.1, XP_034172630.1	NP_001284997.1
OG0000568	XP_034190517.1, XP_034190516.1	NP_477170.1
OG0000569	XP_034173589.1	NP_524209.3
OG0000569	XP_034174891.1	NP_524233.1
OG0000570	XP_034187227.1	NP_572801.2
OG0000571	XP_034180134.1, XP_034180123.1, XP_034180114.1	NP_524625.3
OG0000572	XP_034178138.1, XP_034178139.1, XP_034178137.1	NP_001033956.2
OG0000573	XP_034182027.1	NP_001260658.1
OG0000574	XP_034185326.1, XP_034185559.1	NP_610901.1
OG0000575	XP_034184569.1, XP_034184174.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_034183051.1	NP_001285799.1
OG0000579	XP_034189531.1, XP_034189541.1	NP_001096880.1
OG0000582	XP_034193004.1	NP_647703.1
OG0000584	XP_034184664.1	NP_731825.1
OG0000585	XP_034174820.1, XP_034187486.1	NP_001262720.1
OG0000587	XP_034178674.1, XP_034178675.1	NP_001247005.1
OG0000588	XP_034186533.1, XP_034186534.1	NP_477442.1
OG0000589	XP_034183394.1	NP_608365.1, NP_648309.1
OG0000591	XP_034186569.1	NP_001246992.1
OG0000591	XP_034177462.1	NP_476947.1
OG0000593	XP_034180594.1, XP_034190181.1	NP_001261723.1
OG0000594	XP_034187972.1	NP_649931.1
OG0000595	XP_034179380.1	NP_001260766.1
OG0000595	XP_034179381.1	NP_650716.2
OG0000596	XP_034170851.1, XP_034174072.1	NP_524734.2
OG0000597	XP_034183966.1, XP_034183976.1, XP_034183921.1, XP_034183956.1, XP_034183929.1, XP_034183947.1, XP_034183937.1	NP_648493.3
OG0000598	XP_034185284.1	NP_722858.1
OG0000599	XP_034172243.1, XP_034172236.1	NP_731390.1, NP_001163573.1
OG0000601	XP_034179494.1	NP_649628.2, NP_649627.1
OG0000602	XP_034172744.1, XP_034172765.1	NP_572182.1
OG0000603	XP_034179685.1	NP_649556.3
OG0000604	XP_034183905.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_034185732.1	NP_001138087.1
OG0000607	XP_034194085.1, XP_034192279.1, XP_034194059.1	NP_610730.1
OG0000609	XP_034176820.1, XP_034176821.1, XP_034176818.1, XP_034176819.1, XP_034176817.1	NP_524612.2
OG0000611	XP_034179729.1, XP_034179728.1, XP_034179727.1	NP_001014525.1
OG0000612	XP_034189021.1, XP_034189022.1, XP_034189023.1	NP_001137800.1
OG0000613	XP_034172118.1	NP_001285721.1
OG0000614	XP_034171292.1	NP_001036762.2, NP_001015499.4
OG0000614	XP_034179601.1	NP_001262793.1
OG0000616	XP_034196701.1, XP_034196698.1, XP_034196693.1, XP_034196699.1	NP_610925.3
OG0000619	XP_034174044.1, XP_034174045.1, XP_034174043.1	NP_650283.1
OG0000620	XP_034182244.1, XP_034182243.1, XP_034182241.1, XP_034182242.1	NP_001262966.1
OG0000621	XP_034193375.1	NP_608616.2
OG0000622	XP_034179314.1, XP_034179315.1	NP_001260824.1
OG0000623	XP_034190998.1, XP_034190999.1	NP_651455.1
OG0000624	XP_034196415.1, XP_034196419.1	NP_608663.1, NP_608668.2
OG0000625	XP_034193692.1, XP_034193765.1	NP_523364.2
OG0000626	XP_034183276.1, XP_034183277.1	NP_001286578.1
OG0000627	XP_034176579.1, XP_034176577.1, XP_034176578.1	NP_650034.1, NP_001246511.1
OG0000629	XP_034186138.1, XP_034186139.1, XP_034186140.1	NP_476685.1
OG0000631	XP_034180553.1, XP_034180557.1, XP_034180555.1, XP_034180556.1	NP_001188974.1, NP_001261083.1
OG0000632	XP_034178299.1, XP_034178301.1, XP_034178300.1, XP_034178303.1	NP_648413.1
OG0000633	XP_034192083.1, XP_034192084.1	NP_611209.1
OG0000634	XP_034182976.1	NP_523566.4
OG0000634	XP_034182995.1	NP_001285932.1
OG0000635	XP_034187927.1, XP_034195520.1	NP_609594.2
OG0000636	XP_034186132.1, XP_034186134.1, XP_034186133.1	NP_001036454.1
OG0000637	XP_034195726.1, XP_034195728.1, XP_034195727.1	NP_570060.1, NP_731045.1
OG0000638	XP_034174717.1	NP_001015096.2
OG0000639	XP_034171694.1	NP_524132.1
OG0000640	XP_034187341.1, XP_034187332.1, XP_034187323.1	NP_001284902.1, NP_647886.2
OG0000641	XP_034189041.1, XP_034189040.1	NP_611356.1
OG0000642	XP_034171237.1, XP_034171238.1, XP_034171236.1	NP_001286255.1
OG0000643	XP_034195752.1	NP_651971.2
OG0000643	XP_034195753.1	NP_572287.1
OG0000644	XP_034170835.1, XP_034170836.1	NP_524980.1
OG0000645	XP_034180486.1	NP_650014.2
OG0000646	XP_034181008.1	NP_572168.1, NP_612043.1
OG0000647	XP_034188148.1	NP_001356889.1
OG0000648	XP_034183259.1	NP_001162713.1
OG0000649	XP_034183429.1, XP_034183430.1	NP_001286294.1
OG0000650	XP_034188775.1, XP_034188776.1, XP_034188777.1, XP_034188778.1	NP_001097359.1
OG0000651	XP_034195589.1	NP_001260456.1
OG0000651	XP_034196591.1	NP_001033810.1
OG0000653	XP_034176981.1	NP_001261074.1
OG0000654	XP_034185775.1, XP_034182877.1	NP_001287006.1
OG0000655	XP_034185101.1, XP_034185087.1, XP_034185093.1, XP_034185104.1	NP_001163538.1
OG0000656	XP_034196188.1, XP_034196187.1	NP_001261425.1
OG0000657	XP_034188916.1	NP_648927.1, NP_001287089.1
OG0000659	XP_034187721.1	NP_001246461.1
OG0000660	XP_034194764.1	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1
OG0000661	XP_034190810.1	NP_001027277.1
OG0000662	XP_034192251.1	NP_001138085.1, NP_524311.1, NP_001287203.1
OG0000663	XP_034178209.1	NP_001260375.1
OG0000664	XP_034184472.1	NP_001246470.1
OG0000665	XP_034180817.1	NP_001263042.1, NP_524700.1
