Orthogroup	Ceratina_calcarata	Eufriesea_mexicana
OG0000256	XP_017891701.1	XP_017765643.1, XP_017765658.1, XP_017765668.1, XP_017765677.1, XP_017765690.1, XP_017765683.1, XP_017765699.1, XP_017765650.1, XP_017765592.1
OG0000257	XP_017884586.1, XP_026671501.1	XP_017767214.1
OG0000258	XP_017887424.1	XP_017757117.1
OG0000259	XP_026671533.1	XP_017764041.1
OG0000261	XP_017876049.1	XP_017758969.1
OG0000262	XP_017893275.1, XP_017893273.1, XP_017893272.1, XP_017893274.1, XP_017893271.1	XP_017763110.1, XP_017763109.1, XP_017763108.1
OG0000263	XP_017891603.1, XP_017891602.1	XP_017764990.1, XP_017764993.1, XP_017764992.1, XP_017764991.1
OG0000264	XP_017881985.1, XP_026670277.1	XP_017757742.1
OG0000265	XP_026673462.1, XP_026673463.1, XP_017888306.1, XP_017888304.1	XP_017761912.1
OG0000266	XP_017879398.1, XP_017879399.1, XP_017879400.1, XP_017879401.1, XP_017879397.1	XP_017762724.1
OG0000267	XP_026668950.1, XP_017879249.1	XP_017756405.1
OG0000268	XP_026669514.1, XP_026669513.1, XP_017880560.1, XP_026669512.1	XP_017766452.1
OG0000269	XP_026667171.1	XP_017764288.1
OG0000270	XP_017877447.1, XP_017877440.1	XP_017755601.1
OG0000271	XP_026670033.1, XP_017881487.1	XP_017755174.1, XP_017755175.1
OG0000272	XP_017885691.1	XP_017754238.1
OG0000273	XP_017877649.1	XP_017755868.1, XP_017755867.1
OG0000274	XP_017878878.1, XP_017878881.1	XP_017754358.1
OG0000276	XP_017890424.2, XP_026672263.1, XP_017875862.1	XP_017760227.1
OG0000277	XP_026672250.1, XP_026672249.1, XP_026672246.1, XP_017885753.1, XP_026672248.1	XP_017763500.1, XP_017763493.1
OG0000278	XP_017887045.1	XP_017764827.1
OG0000279	XP_017887363.1, XP_017887362.1	XP_017757292.1
OG0000280	XP_017878726.2	XP_017763674.1
OG0000281	XP_026670595.1, XP_017882531.1, XP_017882532.1	XP_017761092.1
OG0000282	XP_017875958.1	XP_017762599.1, XP_017762600.1
OG0000283	XP_017888487.1, XP_017888485.1, XP_017888486.1, XP_017888479.1, XP_017888481.1, XP_017888482.1, XP_017888484.1, XP_026673529.1	XP_017761039.1, XP_017761040.1
OG0000284	XP_017889643.1	XP_017753784.1, XP_017753780.1, XP_017753785.1, XP_017753782.1, XP_017753781.1
OG0000285	XP_026672526.1	XP_017752839.1, XP_017752838.1
OG0000286	XP_026674245.1, XP_026674244.1, XP_017889974.1	XP_017754679.1, XP_017754678.1
OG0000288	XP_026674327.1, XP_026674326.1, XP_017890165.1	XP_017755662.1
OG0000289	XP_017875530.1, XP_017875531.1	XP_017759928.1
OG0000290	XP_017887868.1	XP_017759663.1
OG0000291	XP_017892510.1, XP_017892508.1, XP_017892509.1	XP_017765156.1, XP_017765155.1
OG0000292	XP_026671317.1, XP_017883991.1, XP_026671319.1, XP_026671318.1	XP_017766480.1, XP_017766482.1, XP_017766481.1, XP_017766483.1
OG0000293	XP_017888002.2	XP_017753334.1, XP_017753335.1, XP_017753336.1
OG0000294	XP_017888724.1, XP_017888723.1, XP_017888726.1, XP_017888725.1	XP_017763323.1, XP_017763326.1, XP_017763321.1, XP_017763324.1, XP_017763325.1, XP_017763322.1, XP_017763320.1
OG0000295	XP_017891153.1, XP_017891154.1	XP_017763544.1, XP_017763543.1, XP_017763542.1
OG0000296	XP_017893250.1	XP_017756753.1
OG0000297	XP_017885576.1	XP_017755944.1
OG0000298	XP_026666798.1, XP_026666797.1, XP_017893510.1	XP_017766547.1, XP_017766548.1, XP_017766546.1, XP_017766549.1
OG0000299	XP_017881228.1, XP_017881225.1, XP_017881227.1	XP_017758869.1
OG0000299	XP_026674566.1, XP_017881231.1	XP_017758870.1
OG0000300	XP_017887481.1, XP_017887484.1	XP_017760028.1
OG0000301	XP_017876666.1, XP_017876667.1, XP_026667677.1, XP_017876668.1	XP_017766255.1
OG0000302	XP_026672568.1, XP_017886502.1, XP_017886500.1, XP_017886498.1	XP_017754071.1, XP_017765026.1
OG0000303	XP_017888875.2, XP_026673685.1	XP_017754971.1, XP_017754969.1, XP_017754963.1, XP_017754964.1, XP_017754956.1
OG0000304	XP_026675088.1, XP_026675087.1, XP_026675086.1, XP_026675085.1, XP_026675089.1, XP_026675084.1	XP_017765326.1, XP_017765386.1, XP_017765457.1, XP_017765507.1, XP_017765261.1
OG0000305	XP_017885393.1	XP_017758719.1
OG0000306	XP_017880083.1, XP_017880079.1	XP_017759523.1, XP_017759522.1
OG0000307	XP_017888893.1, XP_026673915.1, XP_017888902.1, XP_026673940.1, XP_026673919.1, XP_026673923.1, XP_026673934.1	XP_017758684.1
OG0000308	XP_017889038.1, XP_017889035.1, XP_017889036.1	XP_017761147.1
OG0000309	XP_026666993.1, XP_017875728.1	XP_017754067.1
OG0000310	XP_017882961.1, XP_017882960.1	XP_017753234.1, XP_017753226.1
OG0000311	XP_017879973.1, XP_026668982.1	XP_017763452.1
OG0000312	XP_017877095.2, XP_017877094.1	XP_017761868.1
OG0000313	XP_017892605.1	XP_017755728.1
OG0000314	XP_017887380.2, XP_017885792.1, XP_026668832.1, XP_017875300.2, XP_017877436.1, XP_017890717.1	XP_017758970.1
OG0000315	XP_026675531.1, XP_026675529.1, XP_017892631.1, XP_017892630.1, XP_017892633.1, XP_017892632.1, XP_017892635.1, XP_017892634.1, XP_017892636.1	XP_017754781.1
OG0000316	XP_026673470.1, XP_026673471.1, XP_017888358.1	XP_017763698.1, XP_017763700.1, XP_017763699.1
OG0000317	XP_026671441.1	XP_017759168.1, XP_017759169.1
OG0000318	XP_017881510.1	XP_017759828.1, XP_017759829.1
OG0000319	XP_026666844.1, XP_017893640.1, XP_017893639.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1	XP_017757173.1, XP_017757174.1, XP_017757175.1
OG0000321	XP_017892218.2, XP_017893148.1, XP_017892229.1, XP_017883003.2	XP_017757401.1, XP_017757402.1
OG0000322	XP_017891414.1	XP_017761859.1
OG0000323	XP_017876987.2	XP_017760260.1, XP_017760233.1, XP_017760258.1
OG0000324	XP_017882576.1, XP_017882577.1, XP_026670617.1	XP_017759285.1, XP_017759284.1
OG0000325	XP_026668693.1, XP_017878751.1, XP_017878758.1, XP_026668694.1, XP_026668691.1, XP_026668692.1	XP_017754362.1
OG0000326	XP_026671812.1	XP_017756800.1
OG0000327	XP_017884792.1, XP_017884791.1	XP_017760602.1
OG0000328	XP_017888309.1, XP_017888308.1	XP_017752497.1, XP_017752498.1, XP_017752499.1, XP_017752500.1
OG0000329	XP_017888722.1, XP_017888721.1	XP_017758629.1, XP_017758631.1, XP_017758630.1
OG0000330	XP_017875305.1	XP_017766748.1
OG0000331	XP_026666632.1, XP_017893300.1	XP_017755461.1
OG0000332	XP_017885849.1	XP_017754292.1, XP_017754291.1
OG0000334	XP_017882301.1, XP_026670260.1	XP_017753871.1, XP_017753863.1
OG0000335	XP_026668042.1, XP_026668036.1	XP_017755745.1
OG0000336	XP_017877209.1	XP_017761015.1
OG0000337	XP_017882334.1, XP_017882333.1	XP_017767102.1, XP_017767104.1, XP_017767103.1
OG0000338	XP_017876980.2	XP_017763352.1
OG0000339	XP_017882127.1	XP_017758373.1, XP_017758372.1
OG0000340	XP_026667384.1	XP_017752531.1, XP_017752532.1
OG0000341	XP_017883067.1	XP_017757404.1
OG0000342	XP_017884928.1	XP_017761581.1, XP_017761577.1, XP_017761580.1, XP_017761579.1, XP_017761578.1, XP_017761582.1
OG0000343	XP_026670462.1, XP_017882114.1	XP_017765382.1
OG0000344	XP_017890442.1, XP_017890441.1	XP_017754804.1
OG0000345	XP_026673878.1	XP_017765673.1, XP_017765672.1, XP_017765671.1, XP_017765670.1
OG0000346	XP_026672374.1	XP_017762918.1
OG0000347	XP_017887891.1	XP_017762788.1, XP_017762790.1, XP_017762789.1
OG0000348	XP_026671105.1	XP_017756542.1
OG0000348	XP_026671107.1	XP_017756549.1
OG0000349	XP_017882631.1	XP_017760453.1
OG0000350	XP_017879015.1	XP_017754395.1
OG0000351	XP_026673021.1	XP_017764789.1, XP_017763400.1
OG0000352	XP_017879420.1	XP_017758234.1, XP_017758236.1, XP_017758237.1
OG0000353	XP_017875776.1	XP_017761134.1
OG0000354	XP_017877011.1, XP_017877008.1	XP_017766062.1, XP_017766066.1
OG0000354	XP_017877020.1	XP_017766072.1
OG0000355	XP_017876220.1, XP_017876219.1, XP_017876221.1, XP_017876223.1, XP_017876222.1	XP_017763886.1
OG0000356	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1	XP_017761340.1
OG0000357	XP_017883601.1, XP_017883604.1, XP_017883603.1, XP_017883602.1	XP_017761116.1, XP_017761117.1
OG0000358	XP_026671665.1, XP_026671666.1	XP_017763238.1
OG0000360	XP_026674774.1, XP_017891265.1	XP_017766029.1
OG0000361	XP_026666601.1	XP_017763749.1
OG0000361	XP_026674571.1, XP_026674574.1	XP_017754989.1
OG0000362	XP_017878368.1, XP_017888803.1	XP_017759479.1
OG0000363	XP_026670020.1, XP_017881399.1, XP_017881397.1	XP_017764563.1, XP_017764562.1
OG0000364	XP_017890425.1	XP_017759978.1
OG0000365	XP_026673913.1, XP_026673911.1, XP_026673910.1, XP_026673912.1, XP_017889314.1, XP_026673914.1	XP_017761417.1, XP_017761416.1
OG0000367	XP_017885102.1	XP_017752649.1, XP_017752650.1, XP_017752651.1, XP_017752654.1, XP_017752653.1, XP_017752648.1, XP_017752646.1, XP_017752652.1
OG0000368	XP_017892741.1, XP_026675616.1	XP_017766030.1
OG0000369	XP_017884211.1	XP_017755198.1
OG0000370	XP_017875724.1	XP_017767420.1
OG0000371	XP_017890681.1	XP_017763299.1
OG0000372	XP_017891787.1, XP_017891786.1, XP_026675153.1, XP_017891788.1, XP_017891789.1	XP_017753680.1
OG0000373	XP_017890716.2, XP_017883369.2	XP_017761703.1
OG0000375	XP_017880003.1	XP_017762283.1, XP_017762285.1, XP_017762286.1
OG0000377	XP_017876705.1	XP_017756477.1, XP_017756478.1
OG0000378	XP_026672229.1, XP_026672228.1, XP_017885746.1, XP_026672230.1	XP_017761780.1
OG0000379	XP_017876756.1, XP_017876755.1, XP_017876754.1	XP_017755978.1
OG0000380	XP_017879217.1	XP_017756408.1, XP_017756407.1
OG0000381	XP_017887720.1, XP_017887719.1	XP_017764893.1
OG0000382	XP_017885079.1	XP_017754253.1
OG0000383	XP_017886713.1, XP_017886711.1, XP_017886710.1	XP_017752925.1
OG0000384	XP_017885722.1, XP_017885721.1, XP_026672240.1, XP_017885720.1	XP_017757977.1
OG0000385	XP_017885097.1, XP_017885107.1	XP_017755475.1
OG0000386	XP_017876004.1	XP_017754949.1
OG0000387	XP_026671246.1	XP_017767341.1
OG0000388	XP_017893520.1	XP_017766510.1
OG0000389	XP_026674256.1, XP_017889984.1	XP_017754648.1, XP_017754647.1
OG0000390	XP_017893445.1	XP_017766799.1
OG0000391	XP_017880384.1, XP_026669442.1	XP_017763954.1
OG0000392	XP_017883836.1, XP_017883835.1, XP_026671267.1	XP_017767378.1, XP_017767376.1, XP_017767375.1
OG0000393	XP_026670585.1, XP_026670575.1, XP_017882535.1, XP_017882550.1, XP_017882558.1, XP_017882527.1	XP_017764699.1
OG0000394	XP_017876721.1, XP_017876729.1	XP_017761491.1
OG0000395	XP_017879917.1	XP_017764114.1
OG0000396	XP_017892526.1, XP_017892525.1, XP_026675422.1	XP_017761286.1
OG0000397	XP_017886844.1, XP_017886843.1	XP_017762138.1, XP_017762139.1
OG0000398	XP_017876425.1, XP_017876424.1, XP_017876422.1, XP_017876423.1, XP_026667570.1	XP_017755325.1, XP_017755327.1, XP_017755328.1
OG0000399	XP_026669802.1, XP_026669801.1, XP_017881043.1, XP_017881044.1	XP_017759262.1
OG0000400	XP_026673753.1, XP_017889124.1, XP_026673754.1, XP_026673752.1	XP_017761141.1
OG0000401	XP_017879321.1, XP_017883946.1, XP_017879308.1, XP_026672076.1, XP_017885395.1, XP_017885625.1	XP_017755875.1
OG0000402	XP_026669663.1, XP_026669664.1, XP_017880753.1, XP_026669665.1	XP_017752342.1
OG0000404	XP_017886589.1	XP_017767545.1, XP_017766873.1, XP_017752361.1
OG0000406	XP_017884207.1, XP_017884205.1	XP_017756368.1, XP_017756369.1, XP_017756371.1, XP_017756370.1
OG0000407	XP_017884491.1, XP_026671512.1	XP_017767647.1
OG0000408	XP_017888925.2, XP_017886275.1, XP_017886249.1, XP_017886267.1, XP_017886258.1	XP_017764260.1
OG0000409	XP_017893314.1	XP_017756768.1, XP_017756765.1, XP_017756767.1, XP_017756766.1
OG0000410	XP_017883453.1	XP_017763617.1
OG0000411	XP_026670019.1	XP_017762639.1, XP_017756840.1, XP_017756839.1, XP_017756843.1, XP_017756844.1, XP_017756841.1
OG0000412	XP_017882168.1	XP_017765407.1
OG0000413	XP_017879984.1	XP_017760379.1
OG0000414	XP_017890267.2, XP_017885094.2, XP_026675167.1, XP_026668991.1, XP_017891813.1	XP_017767559.1
OG0000416	XP_017886684.1, XP_026672663.1	XP_017762187.1, XP_017762186.1, XP_017762189.1, XP_017762190.1, XP_017762192.1, XP_017762188.1
OG0000417	XP_026675222.1, XP_026675220.1, XP_017891912.1	XP_017766705.1, XP_017766699.1, XP_017766706.1
OG0000418	XP_026669751.1, XP_017892956.2, XP_017891025.1	XP_017752988.1, XP_017752989.1
OG0000419	XP_017890927.1	XP_017766310.1, XP_017766309.1
OG0000420	XP_017889183.1	XP_017754042.1, XP_017754041.1, XP_017754040.1
OG0000421	XP_026674530.1, XP_017890537.1, XP_017890536.1	XP_017760748.1
OG0000422	XP_026666859.1, XP_026666852.1, XP_026666870.1, XP_026666867.1	XP_017762792.1
OG0000423	XP_017890189.1	XP_017757616.1
OG0000424	XP_017886107.1, XP_026672373.1, XP_017886106.1	XP_017752365.1
OG0000426	XP_017883555.1	XP_017761389.1
OG0000428	XP_017880475.1	XP_017766346.1
OG0000428	XP_017880489.1	XP_017766377.1
OG0000429	XP_017887009.1, XP_017887008.1	XP_017756773.1
OG0000430	XP_017879641.1	XP_017757907.1
OG0000430	XP_017888125.1	XP_017757906.1, XP_017757905.1, XP_017757904.1
OG0000431	XP_017875410.1, XP_017875412.1, XP_017875411.1	XP_017759879.1, XP_017759880.1
OG0000432	XP_017875152.1, XP_017875151.1, XP_017875150.1, XP_017885804.1	XP_017766275.1
OG0000433	XP_017892969.1	XP_017756249.1
OG0000433	XP_017892982.1	XP_017756254.1
OG0000434	XP_017877208.1, XP_017877206.1	XP_017761036.1
OG0000435	XP_017881584.1, XP_017889701.1, XP_017881580.1, XP_017889702.1	XP_017761207.1
OG0000436	XP_026674594.1, XP_026674590.1, XP_026674595.1, XP_017890652.1, XP_026674592.1, XP_026674591.1, XP_017890651.1	XP_017752188.1
OG0000437	XP_026670221.1, XP_017887042.1, XP_017881880.1	XP_017758981.1, XP_017758980.1
OG0000438	XP_017881113.1	XP_017759549.1
OG0000439	XP_026672207.1, XP_026672206.1, XP_026672208.1, XP_026672209.1, XP_026672210.1, XP_017885740.1, XP_026672205.1, XP_026672211.1	XP_017762763.1
OG0000440	XP_017880238.1, XP_017880240.1	XP_017753531.1
OG0000441	XP_026675559.1, XP_017875980.2	XP_017754649.1
OG0000442	XP_017886157.1	XP_017764954.1
OG0000443	XP_017885599.1, XP_026672148.1	XP_017753926.1, XP_017753925.1
OG0000444	XP_017875538.1	XP_017760579.1, XP_017760578.1
OG0000445	XP_017893539.1, XP_026666681.1, XP_026666682.1	XP_017766568.1, XP_017766569.1
OG0000446	XP_017875382.1	XP_017760536.1
OG0000447	XP_017879443.1, XP_017879445.1, XP_017879444.1	XP_017756097.1
OG0000448	XP_017887161.1, XP_017887159.1, XP_017887158.1, XP_017887153.1	XP_017758640.1, XP_017758639.1
OG0000449	XP_017875153.1	XP_017766138.1, XP_017766137.1
OG0000450	XP_017890988.1, XP_017890987.1, XP_017890986.1	XP_017762416.1
OG0000451	XP_026671702.1	XP_017759386.1
OG0000452	XP_017886888.1, XP_017886889.1	XP_017766888.1
OG0000453	XP_017883445.1	XP_017764531.1, XP_017764530.1
OG0000454	XP_017886230.2	XP_017754841.1
OG0000455	XP_017882596.1, XP_026670620.1	XP_017756141.1, XP_017756140.1
OG0000456	XP_017878611.1, XP_017878615.1, XP_017878613.1, XP_017878614.1, XP_017878612.1	XP_017760723.1, XP_017760722.1, XP_017760721.1, XP_017760720.1, XP_017760724.1
OG0000457	XP_017890593.1, XP_026674563.1, XP_017890591.1	XP_017760876.1, XP_017760875.1
OG0000458	XP_017879114.1	XP_017755999.1, XP_017755993.1
OG0000459	XP_026666840.1, XP_017893628.1	XP_017757152.1, XP_017757159.1
OG0000460	XP_017890057.1	XP_017757558.1
OG0000461	XP_017892403.1	XP_017762696.1
OG0000462	XP_017888705.1	XP_017757246.1
OG0000463	XP_017890736.1, XP_017890735.1, XP_017890723.1	XP_017757640.1
OG0000464	XP_017875547.1, XP_017875546.1, XP_017875545.1, XP_017875544.1	XP_017767287.1, XP_017767286.1
OG0000465	XP_017876485.1	XP_017757899.1, XP_017758424.1, XP_017758423.1, XP_017757908.1
OG0000466	XP_017884125.1, XP_026671371.1, XP_026671372.1, XP_026671373.1	XP_017752743.1, XP_017752744.1, XP_017752742.1
OG0000467	XP_017885045.1	XP_017758911.1
OG0000469	XP_026673431.1	XP_017763277.1
OG0000469	XP_017888284.1	XP_017763281.1
OG0000470	XP_017883259.1	XP_017757729.1
OG0000471	XP_017876717.1, XP_026667609.1	XP_017767592.1
OG0000472	XP_017883545.1	XP_017755657.1
OG0000473	XP_026670113.1	XP_017761183.1
OG0000473	XP_026666493.1, XP_026666492.1, XP_026666491.1	XP_017761772.1
OG0000474	XP_017893077.1, XP_017893076.1	XP_017758976.1, XP_017758977.1
OG0000475	XP_017883676.1, XP_017883675.1, XP_017883674.1, XP_017883673.1, XP_017883672.1, XP_026671113.1, XP_026671112.1	XP_017756524.1
OG0000476	XP_017887075.1, XP_017887074.1, XP_017887071.1, XP_017887073.1, XP_017887072.1, XP_026672822.1	XP_017766791.1, XP_017766789.1, XP_017766788.1, XP_017766792.1, XP_017766790.1
OG0000477	XP_017884401.2, XP_026671595.1, XP_026671596.1	XP_017752565.1
OG0000478	XP_017877252.1	XP_017759901.1
OG0000479	XP_026673554.1	XP_017764607.1, XP_017764606.1
OG0000480	XP_017890135.1, XP_017890133.1	XP_017752791.1, XP_017752783.1
OG0000481	XP_017881241.1, XP_026669947.1, XP_026669948.1, XP_017881242.1, XP_017881245.1, XP_017881239.1, XP_017881240.1, XP_026669946.1	XP_017758787.1
OG0000482	XP_026669532.1	XP_017758651.1
OG0000483	XP_026667249.1	XP_017767447.1
OG0000487	XP_017889260.1	XP_017759183.1
OG0000487	XP_026673879.1	XP_017759184.1
OG0000488	XP_017884378.1	XP_017759918.1
OG0000489	XP_026668236.1	XP_017765899.1
OG0000489	XP_017877742.1	XP_017765922.1
OG0000490	XP_026668326.1	XP_017764870.1
OG0000492	XP_017884166.1	XP_017762224.1
OG0000492	XP_017884165.1	XP_017762229.1
OG0000493	XP_026669680.1	XP_017764989.1
OG0000494	XP_017882856.1, XP_017882866.1, XP_017882847.1	XP_017759255.1
OG0000495	XP_017890958.1	XP_017757749.1, XP_017757750.1
OG0000496	XP_017876672.1	XP_017754245.1
OG0000497	XP_017882092.1, XP_017882086.1, XP_017882094.1, XP_026670278.1, XP_017882088.1, XP_017882087.1, XP_026670279.1, XP_017882091.1	XP_017757430.1
OG0000498	XP_017892625.1	XP_017766097.1
OG0000499	XP_026673464.1, XP_017888323.1	XP_017761439.1
OG0000500	XP_017881059.1	XP_017762867.1
OG0000501	XP_026670085.1, XP_017881650.1, XP_026670083.1, XP_026670084.1	XP_017754958.1
OG0000502	XP_026669402.1, XP_017880297.1, XP_017880369.1	XP_017760859.1
OG0000503	XP_026669291.1, XP_017880048.1	XP_017764320.1
OG0000504	XP_017888736.1, XP_026673972.1, XP_026673978.1, XP_017888744.1, XP_026673967.1	XP_017758685.1
OG0000505	XP_017876054.2, XP_017881008.1	XP_017754013.1, XP_017754012.1
OG0000506	XP_026670226.1, XP_017881886.1, XP_026670225.1	XP_017761673.1
OG0000508	XP_017884991.1, XP_026671633.1	XP_017765508.1
OG0000509	XP_017885639.1, XP_017885647.1	XP_017756902.1, XP_017756901.1
OG0000510	XP_017878387.1	XP_017761098.1
OG0000511	XP_017890025.2	XP_017757527.1
OG0000512	XP_017885235.1, XP_026671991.1, XP_017885234.1	XP_017762818.1, XP_017762817.1
OG0000513	XP_017886242.1, XP_017886243.1	XP_017765308.1, XP_017765309.1
OG0000514	XP_017885225.1, XP_017885226.1	XP_017763768.1
OG0000515	XP_026674246.1	XP_017754622.1, XP_017754620.1, XP_017754621.1
OG0000516	XP_017883516.1	XP_017762037.1, XP_017762035.1
OG0000517	XP_026673662.1	XP_017764518.1, XP_017764519.1
OG0000518	XP_026673506.1, XP_026673507.1, XP_017888383.1, XP_017888384.1, XP_026673508.1	XP_017765277.1
OG0000519	XP_026674155.1	XP_017755841.1, XP_017755840.1, XP_017755842.1
OG0000520	XP_017879635.1	XP_017758712.1
OG0000521	XP_017876734.1	XP_017757848.1
OG0000522	XP_026675309.1, XP_017892155.1, XP_017892156.1	XP_017760632.1, XP_017765618.1
OG0000523	XP_017882879.1, XP_017882880.1	XP_017761180.1
OG0000524	XP_026670023.1, XP_017881478.1	XP_017764574.1
OG0000525	XP_017875637.1, XP_017875635.1, XP_017875633.1	XP_017756079.1
OG0000526	XP_017883167.1	XP_017767740.1
OG0000527	XP_017876412.1, XP_017876413.1, XP_017876414.1, XP_017876410.1, XP_017876411.1, XP_026667557.1	XP_017767662.1
OG0000528	XP_017890588.1, XP_017890587.1, XP_017890589.1	XP_017754831.1
OG0000529	XP_017880175.1	XP_017752906.1
OG0000530	XP_017886585.1, XP_026672603.1, XP_017886584.1	XP_017756716.1
OG0000531	XP_017878649.1	XP_017760689.1
OG0000531	XP_017878648.1	XP_017760688.1
OG0000532	XP_026668398.1	XP_017759574.1, XP_017759573.1
OG0000533	XP_017876848.1	XP_017756414.1, XP_017756415.1, XP_017756413.1
OG0000534	XP_017891678.1	XP_017760084.1
OG0000535	XP_026670837.1, XP_017883017.1, XP_026670836.1	XP_017755271.1
OG0000536	XP_017875702.1, XP_017875693.1	XP_017764296.1
OG0000537	XP_026673193.1, XP_026673194.1, XP_026673195.1, XP_026673191.1, XP_026673192.1, XP_017887781.1	XP_017766007.1
OG0000538	XP_017875507.1	XP_017754190.1
OG0000539	XP_017881530.2, XP_026669984.1, XP_026666909.1, XP_017881402.1	XP_017755210.1
OG0000540	XP_026673888.1, XP_026673889.1, XP_026673887.1, XP_017889249.1, XP_026673890.1	XP_017759049.1
OG0000541	XP_026674731.1	XP_017767581.1
OG0000541	XP_026674733.1, XP_026674730.1	XP_017767580.1
OG0000542	XP_017879550.1	XP_017760290.1, XP_017760291.1
OG0000543	XP_026671263.1, XP_017883834.1, XP_026671266.1, XP_026671264.1	XP_017767481.1
OG0000544	XP_026671152.1	XP_017753448.1
OG0000544	XP_026671155.1	XP_017753450.1
OG0000545	XP_026671646.1, XP_026671636.1, XP_026671640.1, XP_026671643.1	XP_017760629.1
OG0000546	XP_017889613.1	XP_017761841.1, XP_017761844.1, XP_017761843.1, XP_017761842.1
OG0000547	XP_017893012.1, XP_017893037.1	XP_017763907.1, XP_017763906.1
OG0000548	XP_017889057.1	XP_017754059.1
OG0000549	XP_017886253.1	XP_017753386.1
OG0000550	XP_026671339.1, XP_017884059.1	XP_017755390.1
OG0000551	XP_017889252.1	XP_017765421.1, XP_017765420.1
OG0000552	XP_017890618.1, XP_017883524.1, XP_026671041.1	XP_017755666.1
