Orthogroup	Osmia_lignaria	Nomia_melanderi
OG0000184	XP_034183395.1, XP_034183397.1, XP_034183396.1	XP_031843826.1
OG0000185	XP_034183428.1	XP_031839046.1, XP_031839047.1, XP_031839045.1, XP_031839042.1, XP_031839049.1, XP_031839050.1, XP_031839051.1, XP_031839048.1
OG0000186	XP_034185101.1, XP_034185087.1, XP_034185093.1, XP_034185104.1	XP_031846579.1, XP_031846573.1, XP_031846571.1
OG0000187	XP_034182467.1, XP_034182466.1, XP_034182468.1, XP_034182469.1	XP_031840643.1, XP_031840642.1, XP_031840644.1
OG0000188	XP_034170835.1, XP_034170836.1	XP_031834940.1, XP_031834931.1, XP_031834951.1, XP_031834920.1, XP_031834961.1, XP_031834990.1, XP_031834980.1, XP_031834971.1
OG0000189	XP_034171567.1, XP_034171566.1	XP_031833718.1, XP_031833708.1, XP_031833692.1, XP_031833665.1, XP_031833683.1, XP_031833674.1, XP_031833699.1
OG0000190	XP_034171366.1, XP_034171365.1	XP_031839803.1, XP_031839804.1, XP_031839801.1
OG0000191	XP_034182960.1, XP_034182962.1, XP_034182961.1, XP_034182965.1, XP_034182963.1, XP_034182964.1	XP_031838015.1, XP_031838016.1, XP_031838012.1, XP_031838013.1
OG0000192	XP_034188503.1	XP_031844525.1, XP_031844526.1, XP_031844527.1, XP_031844523.1, XP_031844522.1, XP_031844524.1
OG0000193	XP_034182344.1	XP_031840422.1, XP_031840425.1, XP_031840424.1, XP_031840419.1, XP_031840420.1, XP_031840421.1, XP_031840423.1, XP_031840426.1
OG0000194	XP_034175689.1	XP_031849209.1, XP_031849210.1, XP_031849207.1, XP_031849208.1
OG0000195	XP_034177803.1, XP_034177800.1, XP_034177802.1	XP_031831492.1, XP_031831488.1, XP_031831489.1, XP_031831490.1
OG0000196	XP_034195248.1, XP_034195133.1, XP_034195164.1, XP_034195240.1	XP_031842136.1
OG0000197	XP_034192365.1	XP_031848020.1
OG0000198	XP_034177599.1, XP_034177331.1	XP_031833782.1
OG0000200	XP_034172080.1, XP_034172081.1, XP_034172083.1, XP_034172082.1	XP_031837412.1
OG0000201	XP_034184461.1, XP_034184462.1, XP_034184460.1	XP_031838019.1
OG0000202	XP_034175101.1, XP_034175099.1, XP_034175100.1, XP_034175097.1, XP_034175098.1, XP_034175102.1, XP_034175095.1	XP_031849419.1
OG0000203	XP_034180149.1	XP_031848090.1, XP_031848091.1
OG0000204	XP_034182241.1, XP_034182242.1, XP_034182243.1, XP_034182244.1	XP_031836865.1, XP_031836867.1, XP_031836864.1
OG0000205	XP_034177794.1, XP_034177796.1, XP_034177793.1, XP_034177790.1, XP_034177792.1, XP_034177797.1, XP_034177795.1, XP_034177798.1	XP_031831465.1
OG0000206	XP_034194321.1	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1
OG0000207	XP_034181121.1	XP_031848677.1
OG0000208	XP_034185553.1	XP_031829984.1
OG0000208	XP_034185552.1	XP_031829976.1
OG0000209	XP_034184026.1, XP_034184027.1, XP_034184025.1	XP_031838107.1, XP_031838108.1
OG0000210	XP_034193587.1, XP_034193586.1	XP_031842886.1
OG0000211	XP_034185535.1, XP_034185540.1, XP_034185536.1, XP_034185537.1, XP_034185538.1, XP_034185539.1	XP_031829902.1, XP_031829901.1
OG0000212	XP_034176251.1, XP_034176252.1, XP_034176254.1, XP_034176253.1	XP_031835362.1, XP_031835361.1, XP_031835360.1
OG0000213	XP_034172935.1	XP_031839444.1
OG0000214	XP_034173135.1, XP_034173136.1	XP_031842082.1, XP_031842079.1, XP_031842078.1, XP_031842077.1, XP_031842081.1, XP_031842083.1
OG0000215	XP_034182772.1, XP_034182771.1	XP_031850345.1, XP_031850348.1, XP_031850346.1, XP_031850349.1
OG0000216	XP_034195726.1, XP_034195727.1, XP_034195728.1	XP_031838620.1
OG0000217	XP_034185982.1, XP_034185981.1, XP_034185980.1	XP_031838211.1
OG0000218	XP_034179204.1	XP_031842770.1
OG0000218	XP_034179200.1, XP_034179202.1, XP_034179201.1	XP_031842761.1, XP_031842764.1, XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842768.1
OG0000219	XP_034192589.1	XP_031831634.1, XP_031831636.1, XP_031831637.1, XP_031831639.1, XP_031831635.1
OG0000220	XP_034181640.1	XP_031828555.1
OG0000221	XP_034191998.1	XP_031832861.1, XP_031832863.1, XP_031832846.1, XP_031832848.1, XP_031832850.1, XP_031832849.1, XP_031832862.1, XP_031832854.1, XP_031832851.1, XP_031832852.1, XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832859.1, XP_031832853.1, XP_031832860.1
OG0000222	XP_034185956.1	XP_031830443.1
OG0000222	XP_034189852.1	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1
OG0000223	XP_034188959.1, XP_034188958.1, XP_034188954.1, XP_034188955.1, XP_034188956.1, XP_034188957.1	XP_031829282.1, XP_031829279.1, XP_031829280.1, XP_031829276.1, XP_031829278.1, XP_031829277.1
OG0000224	XP_034195082.1	XP_031829567.1, XP_031829557.1, XP_031829575.1, XP_031829584.1
OG0000226	XP_034179612.1, XP_034179613.1	XP_031825781.1, XP_031825780.1, XP_031825779.1, XP_031825785.1, XP_031825786.1, XP_031825783.1, XP_031825784.1, XP_031825782.1
OG0000227	XP_034178979.1	XP_031829453.1
OG0000227	XP_034178984.1, XP_034178985.1	XP_031829454.1
OG0000228	XP_034173028.1, XP_034173027.1, XP_034173029.1	XP_031828212.1, XP_031828211.1
OG0000229	XP_034178871.1	XP_031838232.1
OG0000230	XP_034181654.1	XP_031828640.1
OG0000231	XP_034187972.1	XP_031834247.1
OG0000232	XP_034178303.1, XP_034178300.1, XP_034178301.1, XP_034178299.1	XP_031832370.1, XP_031832369.1
OG0000233	XP_034194111.1, XP_034194110.1	XP_031843677.1, XP_031843676.1, XP_031843680.1, XP_031843678.1, XP_031843679.1
OG0000234	XP_034184736.1, XP_034184734.1, XP_034184733.1, XP_034184735.1	XP_031830083.1
OG0000235	XP_034188255.1, XP_034188260.1, XP_034188261.1, XP_034188259.1, XP_034188258.1, XP_034188257.1	XP_031844539.1
OG0000236	XP_034195907.1, XP_034195787.1	XP_031826120.1
OG0000237	XP_034181102.1, XP_034181105.1, XP_034181103.1, XP_034181101.1, XP_034181104.1	XP_031846993.1, XP_031846994.1, XP_031846992.1
OG0000238	XP_034176782.1	XP_031831187.1, XP_031831186.1, XP_031831197.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831194.1, XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831184.1
OG0000240	XP_034180058.1, XP_034180056.1	XP_031837983.1, XP_031837982.1, XP_031837977.1, XP_031837976.1, XP_031837979.1, XP_031837978.1, XP_031837981.1, XP_031837980.1, XP_031837984.1
OG0000241	XP_034185581.1, XP_034185578.1, XP_034185582.1, XP_034185583.1, XP_034185580.1	XP_031829831.1, XP_031829833.1, XP_031829832.1, XP_031829834.1
OG0000242	XP_034181365.1	XP_031828014.1, XP_031828185.1, XP_031828190.1, XP_031828188.1, XP_031828186.1, XP_031828187.1
OG0000243	XP_034173756.1	XP_031828042.1, XP_031828041.1, XP_031828038.1, XP_031828037.1, XP_031828040.1, XP_031828043.1, XP_031828039.1
OG0000244	XP_034182098.1, XP_034182097.1	XP_031836871.1, XP_031836868.1
OG0000245	XP_034187246.1, XP_034187245.1	XP_031845985.1, XP_031845983.1, XP_031845984.1, XP_031845986.1
OG0000246	XP_034196159.1	XP_031838969.1
OG0000246	XP_034195100.1	XP_031842124.1, XP_031842127.1
OG0000247	XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183826.1, XP_034183833.1, XP_034183865.1, XP_034183817.1	XP_031826142.1
OG0000248	XP_034187781.1, XP_034187782.1, XP_034187783.1	XP_031829314.1, XP_031829324.1
OG0000249	XP_034181364.1, XP_034181366.1, XP_034181369.1	XP_031846477.1, XP_031846470.1, XP_031846471.1
OG0000250	XP_034172097.1, XP_034172096.1, XP_034172095.1	XP_031837558.1, XP_031837555.1, XP_031837556.1
OG0000251	XP_034179315.1, XP_034179314.1	XP_031847343.1, XP_031847344.1, XP_031847345.1, XP_031847346.1, XP_031847347.1, XP_031847348.1, XP_031847342.1
OG0000252	XP_034185807.1, XP_034185805.1, XP_034185808.1	XP_031825917.1, XP_031825916.1, XP_031825923.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825919.1
OG0000253	XP_034185500.1	XP_031829842.1
OG0000253	XP_034185501.1	XP_031829750.1
OG0000254	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1	XP_031844318.1, XP_031844319.1, XP_031844320.1, XP_031844321.1
OG0000255	XP_034192133.1, XP_034192134.1	XP_031832795.1
OG0000256	XP_034185976.1, XP_034185977.1	XP_031838206.1, XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1
OG0000257	XP_034191847.1	XP_031833147.1, XP_031833148.1, XP_031833144.1, XP_031833145.1
OG0000258	XP_034189815.1, XP_034189824.1, XP_034189833.1	XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1, XP_031826351.1
OG0000259	XP_034195599.1	XP_031836434.1
OG0000261	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1	XP_031829988.1, XP_031829989.1, XP_031829990.1
OG0000262	XP_034181772.1, XP_034181773.1, XP_034181774.1	XP_031845761.1
OG0000263	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1	XP_031847483.1
OG0000264	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_031830742.1, XP_031830741.1, XP_031830740.1, XP_031830739.1, XP_031830738.1
OG0000265	XP_034176282.1	XP_031838556.1
OG0000266	XP_034188916.1	XP_031832538.1, XP_031832547.1, XP_031832507.1, XP_031832528.1, XP_031832557.1, XP_031832517.1, XP_031832497.1
OG0000267	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1
OG0000268	XP_034196640.1, XP_034196641.1, XP_034196639.1	XP_031839691.1
OG0000269	XP_034172452.1	XP_031842013.1, XP_031842014.1, XP_031842017.1, XP_031842015.1, XP_031842016.1, XP_031842012.1
OG0000271	XP_034173912.1, XP_034173836.1, XP_034173989.1	XP_031827916.1
OG0000272	XP_034189677.1	XP_031830412.1, XP_031830414.1, XP_031830413.1, XP_031830411.1, XP_031830408.1, XP_031830409.1, XP_031830415.1, XP_031830410.1
OG0000273	XP_034185323.1, XP_034185324.1, XP_034185325.1	XP_031830318.1
OG0000274	XP_034171832.1	XP_031837337.1
OG0000275	XP_034190930.1	XP_031827522.1
OG0000276	XP_034181830.1, XP_034181826.1, XP_034181832.1	XP_031837040.1
OG0000277	XP_034187453.1, XP_034187452.1	XP_031837793.1, XP_031837792.1, XP_031837790.1, XP_031837791.1
OG0000278	XP_034188421.1	XP_031848504.1
OG0000279	XP_034194356.1, XP_034194357.1	XP_031848395.1, XP_031848396.1, XP_031848391.1, XP_031848390.1, XP_031848388.1, XP_031848393.1, XP_031848392.1, XP_031848394.1
OG0000280	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1	XP_031842427.1
OG0000281	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1	XP_031846090.1
OG0000282	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1	XP_031837510.1
OG0000283	XP_034182970.1, XP_034182969.1	XP_031841340.1, XP_031841339.1, XP_031841343.1, XP_031841341.1
OG0000284	XP_034179560.1	XP_031842869.1
OG0000285	XP_034193967.1	XP_031842635.1, XP_031842636.1, XP_031842634.1, XP_031842632.1, XP_031842637.1
OG0000286	XP_034187113.1, XP_034187115.1	XP_031827105.1, XP_031827108.1, XP_031827106.1, XP_031827107.1
OG0000287	XP_034185755.1, XP_034185756.1, XP_034185753.1, XP_034185754.1, XP_034185751.1, XP_034185752.1	XP_031848117.1
OG0000288	XP_034192862.1	XP_031831396.1, XP_031831395.1, XP_031831398.1, XP_031831397.1, XP_031831399.1, XP_031831402.1, XP_031831401.1, XP_031831400.1
OG0000289	XP_034191632.1	XP_031832794.1, XP_031832793.1
OG0000290	XP_034177193.1, XP_034177187.1	XP_031826052.1
OG0000291	XP_034174351.1	XP_031836954.1, XP_031836949.1, XP_031836950.1, XP_031836953.1, XP_031836955.1, XP_031836951.1
OG0000292	XP_034171345.1, XP_034171347.1, XP_034171346.1, XP_034171350.1, XP_034171348.1	XP_031839757.1
OG0000293	XP_034187323.1, XP_034187341.1, XP_034187332.1	XP_031827859.1
OG0000294	XP_034186341.1	XP_031827095.1, XP_031827094.1
OG0000295	XP_034180997.1, XP_034180996.1, XP_034180995.1	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1
OG0000296	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1	XP_031838352.1, XP_031838353.1, XP_031838351.1
OG0000297	XP_034192474.1	XP_031832177.1, XP_031832178.1
OG0000298	XP_034178782.1, XP_034178784.1, XP_034178783.1	XP_031825448.1, XP_031825446.1, XP_031825447.1, XP_031825449.1
OG0000299	XP_034180514.1, XP_034180523.1	XP_031835309.1
OG0000299	XP_034180545.1	XP_031835311.1
OG0000300	XP_034192275.1	XP_031842197.1
OG0000300	XP_034192273.1	XP_031842198.1, XP_031842190.1
OG0000301	XP_034183399.1, XP_034183398.1	XP_031843828.1, XP_031843830.1, XP_031843829.1
OG0000302	XP_034193562.1	XP_031842773.1, XP_031842772.1
OG0000303	XP_034185476.1, XP_034185473.1	XP_031829748.1
OG0000305	XP_034177114.1, XP_034177113.1, XP_034177112.1	XP_031833818.1, XP_031833817.1, XP_031833815.1
OG0000306	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1	XP_031829839.1, XP_031829840.1
OG0000307	XP_034186970.1, XP_034186971.1, XP_034186972.1	XP_031828056.1, XP_031828047.1
OG0000308	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1	XP_031832463.1, XP_031832464.1
OG0000309	XP_034173109.1, XP_034173110.1	XP_031847599.1, XP_031847598.1, XP_031847597.1, XP_031847596.1, XP_031847593.1, XP_031847594.1, XP_031847595.1, XP_031847600.1
OG0000310	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1	XP_031843972.1, XP_031843974.1, XP_031843973.1, XP_031843975.1
OG0000311	XP_034188148.1	XP_031832251.1
OG0000312	XP_034196197.1, XP_034196198.1	XP_031838239.1, XP_031848835.1
OG0000312	XP_034176615.1	XP_031842068.1, XP_031842067.1
OG0000313	XP_034187721.1	XP_031845408.1, XP_031845462.1, XP_031845453.1, XP_031845341.1, XP_031845351.1, XP_031845379.1, XP_031845370.1, XP_031845444.1, XP_031845437.1, XP_031845428.1, XP_031845360.1, XP_031845388.1, XP_031845398.1, XP_031845418.1
OG0000314	XP_034176014.1	XP_031838473.1, XP_031838474.1, XP_031838475.1
OG0000316	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1	XP_031846224.1
OG0000317	XP_034171418.1	XP_031826359.1, XP_031826358.1, XP_031826356.1
OG0000318	XP_034195475.1	XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828145.1, XP_031828146.1, XP_031828151.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828141.1
OG0000319	XP_034187524.1, XP_034187523.1	XP_031845382.1
OG0000321	XP_034177310.1, XP_034177337.1, XP_034177300.1	XP_031833445.1
OG0000323	XP_034183501.1, XP_034183524.1, XP_034183512.1	XP_031849116.1, XP_031849117.1, XP_031849133.1
OG0000324	XP_034186725.1, XP_034186726.1	XP_031827571.1
OG0000325	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1	XP_031836116.1, XP_031836115.1
OG0000326	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1	XP_031833027.1, XP_031833026.1, XP_031833028.1, XP_031833031.1, XP_031833030.1, XP_031833029.1, XP_031833032.1
OG0000327	XP_034191549.1, XP_034191548.1	XP_031829646.1, XP_031829645.1, XP_031829647.1
OG0000328	XP_034184643.1, XP_034184644.1	XP_031825263.1, XP_031826128.1
OG0000329	XP_034174488.1, XP_034174487.1, XP_034174490.1	XP_031846051.1, XP_031846050.1, XP_031846049.1
OG0000330	XP_034177979.1, XP_034177981.1	XP_031840022.1
OG0000331	XP_034180454.1	XP_031837900.1
OG0000332	XP_034181902.1	XP_031845802.1, XP_031845803.1, XP_031845804.1
OG0000333	XP_034193692.1, XP_034193765.1	XP_031836538.1
OG0000334	XP_034180817.1	XP_031837757.1
OG0000335	XP_034184152.1, XP_034184148.1	XP_031840079.1
OG0000335	XP_034184144.1	XP_031840072.1
OG0000336	XP_034186935.1	XP_031841541.1, XP_031841542.1
OG0000337	XP_034181908.1	XP_031844486.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844491.1
OG0000338	XP_034181636.1, XP_034181635.1, XP_034181634.1, XP_034181638.1, XP_034181637.1, XP_034181639.1	XP_031828878.1
OG0000339	XP_034183642.1	XP_031831151.1
OG0000340	XP_034190530.1	XP_031829947.1
OG0000341	XP_034176805.1, XP_034176803.1, XP_034176804.1	XP_031833495.1, XP_031833497.1
OG0000342	XP_034191667.1	XP_031832791.1, XP_031832789.1, XP_031832790.1
OG0000343	XP_034189601.1, XP_034189603.1	XP_031847815.1, XP_031847813.1, XP_031847814.1
OG0000344	XP_034176458.1, XP_034176456.1, XP_034176455.1	XP_031849947.1, XP_031849948.1, XP_031849945.1, XP_031849946.1, XP_031849943.1, XP_031849944.1
OG0000345	XP_034184508.1	XP_031839873.1
OG0000347	XP_034176423.1	XP_031846780.1, XP_031846779.1, XP_031846778.1, XP_031846777.1
OG0000348	XP_034181312.1, XP_034181306.1	XP_031846987.1
OG0000348	XP_034181314.1	XP_031848940.1
OG0000349	XP_034189021.1, XP_034189023.1, XP_034189022.1	XP_031828926.1, XP_031828925.1, XP_031828924.1, XP_031828921.1, XP_031828922.1
OG0000350	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1	XP_031849230.1, XP_031849233.1, XP_031849232.1, XP_031849231.1, XP_031849235.1
OG0000351	XP_034175282.1, XP_034175491.1	XP_031850184.1
OG0000352	XP_034187439.1	XP_031829287.1, XP_031829286.1, XP_031829288.1
OG0000353	XP_034172906.1	XP_031832456.1, XP_031832457.1, XP_031832459.1
OG0000354	XP_034172130.1	XP_031839169.1
OG0000354	XP_034172138.1	XP_031839180.1
OG0000355	XP_034176981.1	XP_031825303.1
OG0000356	XP_034177453.1, XP_034177454.1	XP_031833426.1, XP_031833427.1, XP_031833424.1, XP_031833429.1, XP_031833428.1
OG0000357	XP_034192918.1	XP_031831410.1, XP_031831411.1, XP_031831408.1, XP_031831409.1
OG0000358	XP_034180893.1, XP_034180882.1	XP_031848056.1, XP_031848054.1, XP_031848055.1, XP_031848061.1
OG0000360	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1	XP_031839309.1, XP_031839308.1
OG0000361	XP_034182781.1	XP_031826009.1, XP_031826008.1
OG0000362	XP_034190259.1	XP_031829798.1
OG0000363	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1	XP_031829770.1, XP_031829779.1, XP_031829796.1, XP_031829787.1
OG0000364	XP_034192209.1, XP_034192212.1	XP_031833286.1
OG0000365	XP_034183201.1	XP_031827412.1
OG0000366	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1	XP_031844389.1
OG0000367	XP_034180255.1	XP_031837251.1, XP_031837250.1, XP_031837249.1
OG0000368	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1	XP_031839197.1
OG0000369	XP_034189277.1	XP_031832659.1
OG0000370	XP_034186084.1, XP_034186083.1	XP_031835894.1, XP_031835896.1, XP_031835895.1
OG0000371	XP_034191096.1	XP_031827010.1, XP_031827011.1, XP_031827013.1, XP_031827007.1, XP_031827008.1, XP_031827009.1, XP_031827012.1
OG0000372	XP_034177085.1, XP_034177084.1, XP_034177086.1	XP_031831416.1, XP_031831417.1, XP_031831418.1
OG0000373	XP_034195545.1	XP_031838896.1
OG0000375	XP_034176224.1, XP_034176225.1, XP_034176226.1	XP_031835789.1, XP_031835791.1, XP_031835790.1
OG0000376	XP_034193251.1, XP_034193245.1, XP_034193249.1, XP_034193248.1, XP_034193244.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193247.1, XP_034193246.1, XP_034193242.1, XP_034193253.1, XP_034193252.1, XP_034193239.1, XP_034193254.1	XP_031845838.1
OG0000377	XP_034189845.1	XP_031830816.1, XP_031830818.1, XP_031830817.1
OG0000378	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1	XP_031846276.1
OG0000379	XP_034195611.1	XP_031836436.1
OG0000380	XP_034189331.1	XP_031839949.1, XP_031839952.1, XP_031839948.1, XP_031839951.1, XP_031839953.1, XP_031839954.1, XP_031839950.1
OG0000381	XP_034177030.1, XP_034177024.1, XP_034177015.1	XP_031827938.1
OG0000382	XP_034181453.1	XP_031832194.1, XP_031832193.1, XP_031832196.1, XP_031832195.1
OG0000383	XP_034186544.1	XP_031850152.1, XP_031850143.1, XP_031850178.1, XP_031850161.1, XP_031850187.1, XP_031850169.1
OG0000384	XP_034191743.1, XP_034191742.1, XP_034191744.1	XP_031837941.1, XP_031837940.1
OG0000385	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1	XP_031837194.1, XP_031837193.1
OG0000386	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1	XP_031829896.1, XP_031829894.1
OG0000387	XP_034186076.1	XP_031835944.1, XP_031835943.1, XP_031835949.1, XP_031835950.1, XP_031835947.1, XP_031835948.1, XP_031835946.1, XP_031835945.1
OG0000388	XP_034178224.1	XP_031832339.1
OG0000389	XP_034186722.1, XP_034186723.1	XP_031827170.1, XP_031827171.1, XP_031827172.1, XP_031827173.1
OG0000390	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1	XP_031848984.1
OG0000391	XP_034176377.1, XP_034176375.1, XP_034176374.1, XP_034176373.1, XP_034176371.1, XP_034176372.1, XP_034176378.1, XP_034176370.1, XP_034176379.1	XP_031828907.1
OG0000392	XP_034185702.1	XP_031845487.1, XP_031845486.1, XP_031845485.1
OG0000393	XP_034186133.1, XP_034186134.1, XP_034186132.1	XP_031847773.1
OG0000394	XP_034175167.1	XP_031835644.1
OG0000395	XP_034183255.1	XP_031845765.1, XP_031845747.1, XP_031845737.1, XP_031845756.1, XP_031845726.1
OG0000396	XP_034177551.1, XP_034177541.1	XP_031825964.1, XP_031825963.1, XP_031825965.1, XP_031825962.1
OG0000397	XP_034190999.1, XP_034190998.1	XP_031826747.1
