Orthogroup	Osmia_lignaria	Megalopta_genalis
OG0000201	XP_034184461.1, XP_034184462.1, XP_034184460.1	XP_033339218.1
OG0000202	XP_034175101.1, XP_034175099.1, XP_034175100.1, XP_034175097.1, XP_034175098.1, XP_034175102.1, XP_034175095.1	XP_033342968.1, XP_033342969.1, XP_033342966.1, XP_033342965.1, XP_033342964.1
OG0000203	XP_034180149.1	XP_033336084.1
OG0000204	XP_034182241.1, XP_034182242.1, XP_034182243.1, XP_034182244.1	XP_033322184.1, XP_033322183.1, XP_033322176.1, XP_033322177.1
OG0000205	XP_034177794.1, XP_034177796.1, XP_034177793.1, XP_034177790.1, XP_034177792.1, XP_034177797.1, XP_034177795.1, XP_034177798.1	XP_033333094.1
OG0000206	XP_034194321.1	XP_033321632.1, XP_033321633.1
OG0000207	XP_034181121.1	XP_033329549.1, XP_033329550.1, XP_033329551.1, XP_033329552.1
OG0000208	XP_034185552.1	XP_033330350.1, XP_033330348.1, XP_033330352.1, XP_033330353.1, XP_033330349.1, XP_033330351.1
OG0000209	XP_034184026.1, XP_034184027.1, XP_034184025.1	XP_033321121.1, XP_033321122.1
OG0000210	XP_034193594.1	XP_033324748.1, XP_033324745.1, XP_033324753.1
OG0000211	XP_034185535.1, XP_034185540.1, XP_034185536.1, XP_034185537.1, XP_034185538.1, XP_034185539.1	XP_033330324.1, XP_033330323.1
OG0000212	XP_034176251.1, XP_034176252.1, XP_034176254.1, XP_034176253.1	XP_033342456.1, XP_033342455.1, XP_033342453.1
OG0000213	XP_034172935.1	XP_033322907.1, XP_033322909.1, XP_033322906.1, XP_033322908.1
OG0000214	XP_034173135.1, XP_034173136.1	XP_033325212.1, XP_033325213.1
OG0000215	XP_034182772.1, XP_034182771.1	XP_033323142.1
OG0000216	XP_034195726.1, XP_034195727.1, XP_034195728.1	XP_033323741.1, XP_033323739.1, XP_033323740.1
OG0000217	XP_034185982.1, XP_034185981.1, XP_034185980.1	XP_033321019.1, XP_033321020.1
OG0000218	XP_034179204.1	XP_033324848.1
OG0000218	XP_034179200.1, XP_034179202.1, XP_034179201.1	XP_033324846.1
OG0000219	XP_034192589.1	XP_033324531.1, XP_033324539.1, XP_033324524.1, XP_033324510.1, XP_033324519.1
OG0000220	XP_034181640.1	XP_033328845.1, XP_033335222.1, XP_033335513.1, XP_033324575.1, XP_033324992.1, XP_033335291.1, XP_033335305.1, XP_033339857.1, XP_033335510.1, XP_033335471.1, XP_033335515.1, XP_033339328.1, XP_033335514.1, XP_033335512.1, XP_033335511.1, XP_033335309.1, XP_033331754.1, XP_033321453.1
OG0000221	XP_034191998.1	XP_033335782.1, XP_033335781.1, XP_033335780.1
OG0000222	XP_034185956.1	XP_033340878.1
OG0000222	XP_034189852.1	XP_033331406.1
OG0000223	XP_034188959.1, XP_034188958.1, XP_034188954.1, XP_034188955.1, XP_034188956.1, XP_034188957.1	XP_033330464.1, XP_033330462.1, XP_033330463.1
OG0000224	XP_034195082.1	XP_033337798.1, XP_033337797.1, XP_033337796.1
OG0000225	XP_034194578.1, XP_034195202.1, XP_034195031.1, XP_034195166.1, XP_034195168.1, XP_034195169.1, XP_034195170.1, XP_034195167.1, XP_034194630.1, XP_034192496.1	XP_033339075.1
OG0000226	XP_034179612.1, XP_034179613.1	XP_033339886.1, XP_033339893.1, XP_033339899.1, XP_033339905.1
OG0000227	XP_034178979.1	XP_033341624.1
OG0000227	XP_034178984.1, XP_034178985.1	XP_033341626.1
OG0000228	XP_034173028.1, XP_034173027.1, XP_034173029.1	XP_033328835.1, XP_033330123.1
OG0000229	XP_034178871.1	XP_033339441.1
OG0000230	XP_034181654.1	XP_033331798.1, XP_033331801.1, XP_033331802.1, XP_033331799.1, XP_033331800.1, XP_033331803.1
OG0000231	XP_034187972.1	XP_033333198.1
OG0000232	XP_034178303.1, XP_034178300.1, XP_034178301.1, XP_034178299.1	XP_033331541.1, XP_033331557.1, XP_033331549.1, XP_033331564.1, XP_033331533.1
OG0000233	XP_034194111.1, XP_034194110.1	XP_033333343.1, XP_033333334.1, XP_033333350.1
OG0000234	XP_034184736.1, XP_034184734.1, XP_034184733.1, XP_034184735.1	XP_033337469.1
OG0000235	XP_034188255.1, XP_034188260.1, XP_034188261.1, XP_034188259.1, XP_034188258.1, XP_034188257.1	XP_033323099.1, XP_033323100.1
OG0000236	XP_034195907.1, XP_034195787.1	XP_033328401.1
OG0000237	XP_034181102.1, XP_034181105.1, XP_034181103.1, XP_034181101.1, XP_034181104.1	XP_033324532.1
OG0000238	XP_034176782.1	XP_033332150.1
OG0000240	XP_034180058.1, XP_034180056.1	XP_033337696.1
OG0000241	XP_034185581.1, XP_034185578.1, XP_034185582.1, XP_034185583.1, XP_034185580.1	XP_033327460.1, XP_033327459.1, XP_033327458.1
OG0000242	XP_034181365.1	XP_033328430.1, XP_033328429.1, XP_033328391.1, XP_033327890.1
OG0000243	XP_034173756.1	XP_033340737.1, XP_033340738.1, XP_033340739.1
OG0000244	XP_034182098.1, XP_034182097.1	XP_033338068.1, XP_033337989.1, XP_033337902.1, XP_033338145.1
OG0000245	XP_034187246.1, XP_034187245.1	XP_033322573.1, XP_033322572.1, XP_033322571.1
OG0000246	XP_034196159.1	XP_033322795.1
OG0000246	XP_034195100.1	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1
OG0000247	XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183826.1, XP_034183833.1, XP_034183865.1, XP_034183817.1	XP_033328483.1, XP_033328484.1, XP_033328485.1, XP_033328486.1, XP_033328487.1
OG0000248	XP_034187781.1, XP_034187782.1, XP_034187783.1	XP_033329923.1
OG0000249	XP_034181364.1, XP_034181366.1, XP_034181369.1	XP_033327591.1, XP_033327610.1
OG0000250	XP_034172097.1, XP_034172096.1, XP_034172095.1	XP_033326206.1
OG0000251	XP_034179315.1, XP_034179314.1	XP_033342906.1, XP_033342925.1, XP_033342916.1, XP_033342897.1, XP_033342933.1, XP_033342942.1, XP_033342888.1
OG0000252	XP_034185807.1, XP_034185805.1, XP_034185808.1	XP_033325470.1, XP_033325469.1, XP_033325468.1
OG0000253	XP_034185500.1, XP_034185501.1	XP_033329957.1, XP_033329958.1
OG0000254	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1	XP_033327765.1
OG0000255	XP_034192133.1, XP_034192134.1	XP_033336696.1, XP_033336697.1, XP_033336698.1, XP_033336699.1, XP_033336695.1, XP_033336694.1, XP_033336700.1
OG0000256	XP_034185976.1, XP_034185977.1	XP_033329058.1, XP_033329059.1, XP_033329045.1
OG0000257	XP_034191847.1	XP_033336466.1
OG0000258	XP_034189815.1, XP_034189824.1, XP_034189833.1	XP_033325255.1, XP_033325257.1, XP_033325256.1
OG0000259	XP_034195599.1	XP_033330960.1
OG0000261	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1	XP_033330331.1
OG0000262	XP_034181772.1, XP_034181773.1, XP_034181774.1	XP_033333152.1, XP_033333149.1
OG0000263	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1	XP_033341585.1
OG0000264	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_033339585.1, XP_033339584.1, XP_033339586.1
OG0000265	XP_034176282.1	XP_033342478.1
OG0000266	XP_034188916.1	XP_033342066.1, XP_033342063.1, XP_033342064.1
OG0000267	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1	XP_033334256.1
OG0000268	XP_034196640.1, XP_034196641.1, XP_034196639.1	XP_033334129.1, XP_033334130.1, XP_033334127.1, XP_033334128.1, XP_033334131.1, XP_033334133.1
OG0000269	XP_034172452.1	XP_033326133.1, XP_033326130.1, XP_033326131.1, XP_033326129.1, XP_033326132.1
OG0000270	XP_034192849.1, XP_034192837.1	XP_033333075.1, XP_033333074.1, XP_033333073.1, XP_033333072.1, XP_033333076.1
OG0000271	XP_034173912.1, XP_034173836.1, XP_034173989.1	XP_033329982.1
OG0000272	XP_034189677.1	XP_033320874.1, XP_033320873.1
OG0000273	XP_034185323.1, XP_034185324.1, XP_034185325.1	XP_033332574.1, XP_033332573.1, XP_033332572.1, XP_033332575.1
OG0000274	XP_034171832.1	XP_033323280.1
OG0000275	XP_034190930.1	XP_033326341.1
OG0000277	XP_034187453.1, XP_034187452.1	XP_033339626.1
OG0000278	XP_034188421.1	XP_033339054.1
OG0000278	XP_034188414.1	XP_033339044.1
OG0000279	XP_034194356.1, XP_034194357.1	XP_033339021.1
OG0000280	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1	XP_033321480.1, XP_033326810.1
OG0000281	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1	XP_033332362.1, XP_033332363.1
OG0000282	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1	XP_033326176.1
OG0000284	XP_034179560.1	XP_033341565.1
OG0000285	XP_034193967.1	XP_033341672.1
OG0000286	XP_034187113.1, XP_034187115.1	XP_033338667.1, XP_033338669.1, XP_033338668.1
OG0000287	XP_034185755.1, XP_034185756.1, XP_034185753.1, XP_034185754.1, XP_034185751.1, XP_034185752.1	XP_033330907.1, XP_033330906.1
OG0000288	XP_034192862.1	XP_033325998.1, XP_033325997.1
OG0000289	XP_034191632.1	XP_033335960.1, XP_033335959.1
OG0000290	XP_034177193.1, XP_034177187.1	XP_033331878.1
OG0000291	XP_034174351.1	XP_033333701.1, XP_033333702.1, XP_033333700.1
OG0000293	XP_034187323.1, XP_034187341.1, XP_034187332.1	XP_033330908.1, XP_033330894.1, XP_033330900.1, XP_033330884.1
OG0000294	XP_034186341.1	XP_033338737.1
OG0000295	XP_034180997.1, XP_034180996.1, XP_034180995.1	XP_033329400.1
OG0000296	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1	XP_033322264.1, XP_033322263.1, XP_033322266.1, XP_033322265.1, XP_033322267.1
OG0000297	XP_034192474.1	XP_033333226.1, XP_033333223.1, XP_033333222.1, XP_033333225.1, XP_033333221.1
OG0000298	XP_034178782.1, XP_034178784.1, XP_034178783.1	XP_033323439.1
OG0000299	XP_034180514.1, XP_034180523.1	XP_033323803.1
OG0000299	XP_034180545.1	XP_033323805.1
OG0000300	XP_034192275.1	XP_033321400.1
OG0000300	XP_034192273.1	XP_033321397.1, XP_033321401.1
OG0000301	XP_034183399.1, XP_034183398.1	XP_033325773.1, XP_033325772.1, XP_033325770.1, XP_033325771.1, XP_033325774.1
OG0000302	XP_034193562.1	XP_033324795.1, XP_033324797.1
OG0000303	XP_034185476.1, XP_034185473.1	XP_033337545.1
OG0000304	XP_034185972.1, XP_034185971.1	XP_033329048.1, XP_033329049.1
OG0000305	XP_034177114.1, XP_034177113.1, XP_034177112.1	XP_033331139.1, XP_033331140.1, XP_033331137.1, XP_033331136.1, XP_033331138.1
OG0000306	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1	XP_033327365.1, XP_033327366.1, XP_033327363.1, XP_033327364.1
OG0000307	XP_034186970.1, XP_034186971.1, XP_034186972.1	XP_033322532.1, XP_033322531.1, XP_033322530.1
OG0000308	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1	XP_033341415.1, XP_033341416.1, XP_033341414.1, XP_033341417.1
OG0000309	XP_034173109.1, XP_034173110.1	XP_033328522.1, XP_033328523.1
OG0000310	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1	XP_033340048.1
OG0000311	XP_034188148.1	XP_033339126.1, XP_033339125.1, XP_033339124.1, XP_033339123.1, XP_033339122.1
OG0000312	XP_034176615.1	XP_033323053.1
OG0000313	XP_034187721.1	XP_033326124.1, XP_033326121.1, XP_033339907.1
OG0000314	XP_034176014.1	XP_033335083.1
OG0000316	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1	XP_033323595.1
OG0000317	XP_034171418.1	XP_033337654.1
OG0000318	XP_034195475.1	XP_033340775.1
OG0000319	XP_034187524.1, XP_034187523.1	XP_033327126.1, XP_033327125.1
OG0000320	XP_034182484.1	XP_033323473.1
OG0000323	XP_034183501.1, XP_034183524.1, XP_034183512.1	XP_033329817.1, XP_033339401.1, XP_033339085.1
OG0000324	XP_034186725.1, XP_034186726.1	XP_033338299.1
OG0000325	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1	XP_033325220.1, XP_033325222.1, XP_033325221.1
OG0000326	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1	XP_033336108.1
OG0000327	XP_034191549.1, XP_034191548.1	XP_033335694.1, XP_033335695.1
OG0000328	XP_034184643.1, XP_034184644.1	XP_033330337.1, XP_033330342.1, XP_033330339.1, XP_033330341.1, XP_033330338.1
OG0000329	XP_034174488.1, XP_034174487.1, XP_034174490.1	XP_033329800.1, XP_033329799.1
OG0000331	XP_034180454.1	XP_033331637.1, XP_033331636.1
OG0000332	XP_034181902.1	XP_033329235.1
OG0000333	XP_034193692.1, XP_034193765.1	XP_033322740.1
OG0000334	XP_034180817.1	XP_033323956.1
OG0000336	XP_034186935.1	XP_033332536.1
OG0000337	XP_034181908.1	XP_033339025.1
OG0000338	XP_034181636.1, XP_034181635.1, XP_034181634.1, XP_034181638.1, XP_034181637.1, XP_034181639.1	XP_033338209.1, XP_033338210.1, XP_033338211.1, XP_033338212.1
OG0000339	XP_034183642.1	XP_033326083.1, XP_033326082.1, XP_033326084.1
OG0000340	XP_034190530.1	XP_033337412.1
OG0000341	XP_034176805.1, XP_034176803.1, XP_034176804.1	XP_033323853.1, XP_033323852.1, XP_033323851.1, XP_033323849.1, XP_033323850.1, XP_033323848.1
OG0000342	XP_034191667.1	XP_033336213.1, XP_033336214.1
OG0000343	XP_034189601.1, XP_034189603.1	XP_033331437.1
OG0000344	XP_034176458.1, XP_034176456.1, XP_034176455.1	XP_033334977.1, XP_033334976.1
OG0000345	XP_034184508.1	XP_033332381.1
OG0000346	XP_034194742.1, XP_034194738.1, XP_034194739.1, XP_034194740.1, XP_034194741.1, XP_034194737.1	XP_033327134.1
OG0000347	XP_034176423.1	XP_033340228.1, XP_033340229.1
OG0000348	XP_034181314.1	XP_033324453.1, XP_033324447.1, XP_033324448.1
OG0000349	XP_034189021.1, XP_034189023.1, XP_034189022.1	XP_033330450.1
OG0000350	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1	XP_033334564.1, XP_033334563.1, XP_033334566.1, XP_033334565.1
OG0000351	XP_034175282.1, XP_034175491.1	XP_033342522.1, XP_033342521.1, XP_033334893.1, XP_033334752.1
OG0000352	XP_034187439.1	XP_033326835.1
OG0000353	XP_034172906.1	XP_033325249.1, XP_033325247.1, XP_033325248.1
OG0000354	XP_034172130.1	XP_033341357.1, XP_033341345.1
OG0000354	XP_034172138.1	XP_033341359.1
OG0000355	XP_034176981.1	XP_033328198.1, XP_033328201.1, XP_033328199.1, XP_033328200.1
OG0000356	XP_034177453.1, XP_034177454.1	XP_033328050.1, XP_033328048.1, XP_033328046.1, XP_033328047.1
OG0000357	XP_034192918.1	XP_033324622.1
OG0000358	XP_034180893.1, XP_034180882.1	XP_033336020.1, XP_033336028.1, XP_033336031.1
OG0000359	XP_034192172.1	XP_033328398.1
OG0000360	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1	XP_033328779.1
OG0000361	XP_034182781.1	XP_033332409.1, XP_033332479.1
OG0000362	XP_034190259.1	XP_033327375.1, XP_033327377.1, XP_033327376.1
OG0000363	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1	XP_033337643.1, XP_033337644.1
OG0000364	XP_034192209.1, XP_034192212.1	XP_033336733.1
OG0000365	XP_034183201.1	XP_033331554.1, XP_033335506.1, XP_033335423.1, XP_033335422.1, XP_033335421.1, XP_033335414.1, XP_033335507.1, XP_033339400.1
OG0000366	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1	XP_033330160.1, XP_033330202.1, XP_033330157.1, XP_033330203.1
OG0000367	XP_034180255.1	XP_033323978.1
OG0000368	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1	XP_033328803.1
OG0000369	XP_034189277.1	XP_033342206.1
OG0000370	XP_034186084.1, XP_034186083.1	XP_033325901.1, XP_033325900.1, XP_033325899.1, XP_033325898.1, XP_033325897.1, XP_033325895.1
OG0000371	XP_034191096.1	XP_033326379.1, XP_033326378.1, XP_033326376.1, XP_033326380.1
OG0000372	XP_034177085.1, XP_034177084.1, XP_034177086.1	XP_033337171.1
OG0000373	XP_034195545.1	XP_033320767.1, XP_033320766.1, XP_033333838.1, XP_033333876.1, XP_033320765.1
OG0000375	XP_034176224.1, XP_034176225.1, XP_034176226.1	XP_033342842.1, XP_033342841.1, XP_033342843.1
OG0000376	XP_034193251.1, XP_034193245.1, XP_034193249.1, XP_034193248.1, XP_034193244.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193247.1, XP_034193246.1, XP_034193242.1, XP_034193253.1, XP_034193252.1, XP_034193239.1, XP_034193254.1	XP_033329808.1
OG0000377	XP_034189845.1	XP_033325445.1
OG0000378	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1	XP_033321304.1, XP_033321302.1, XP_033321303.1
OG0000379	XP_034195611.1	XP_033330961.1
OG0000380	XP_034189331.1	XP_033323629.1
OG0000381	XP_034177030.1, XP_034177024.1, XP_034177015.1	XP_033340766.1, XP_033340767.1, XP_033340768.1, XP_033340770.1, XP_033340771.1, XP_033340772.1
OG0000382	XP_034181453.1	XP_033329604.1, XP_033329603.1
OG0000383	XP_034186544.1	XP_033325061.1
OG0000384	XP_034191743.1, XP_034191742.1, XP_034191744.1	XP_033338006.1
OG0000385	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1	XP_033323988.1
OG0000386	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1	XP_033327356.1, XP_033327359.1, XP_033327355.1, XP_033327357.1, XP_033327358.1
OG0000387	XP_034186076.1	XP_033331516.1
OG0000388	XP_034178224.1	XP_033332054.1
OG0000389	XP_034186722.1, XP_034186723.1	XP_033335468.1
OG0000390	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1	XP_033331996.1, XP_033331997.1, XP_033331995.1
OG0000391	XP_034176377.1, XP_034176375.1, XP_034176374.1, XP_034176373.1, XP_034176371.1, XP_034176372.1, XP_034176378.1, XP_034176370.1, XP_034176379.1	XP_033334465.1
OG0000392	XP_034185702.1	XP_033325808.1, XP_033325809.1
OG0000393	XP_034186133.1, XP_034186134.1, XP_034186132.1	XP_033330425.1
OG0000394	XP_034175167.1	XP_033342584.1, XP_033342583.1, XP_033342582.1, XP_033342581.1, XP_033342585.1
OG0000395	XP_034183255.1	XP_033331374.1
OG0000396	XP_034177551.1, XP_034177541.1	XP_033340416.1
OG0000397	XP_034190999.1, XP_034190998.1	XP_033326270.1, XP_033326272.1, XP_033326273.1, XP_033326271.1, XP_033326269.1
OG0000398	XP_034177324.1	XP_033324199.1
OG0000399	XP_034173488.1, XP_034173486.1, XP_034173487.1	XP_033323072.1
OG0000401	XP_034192158.1, XP_034174666.1	XP_033329999.1
OG0000402	XP_034188593.1, XP_034188591.1, XP_034188594.1	XP_033339930.1, XP_033331189.1
OG0000403	XP_034178577.1, XP_034178511.1, XP_034178514.1	XP_033331530.1, XP_033332228.1
OG0000404	XP_034190806.1, XP_034190807.1, XP_034190798.1	XP_033331390.1
OG0000405	XP_034175984.1, XP_034175986.1, XP_034175985.1	XP_033342101.1
OG0000406	XP_034196693.1, XP_034196698.1, XP_034196699.1	XP_033341924.1, XP_033341920.1
OG0000407	XP_034171108.1, XP_034171106.1, XP_034171107.1, XP_034171109.1, XP_034171104.1	XP_033339764.1
OG0000408	XP_034195651.1, XP_034195652.1	XP_033331648.1
OG0000409	XP_034188103.1, XP_034188106.1, XP_034188105.1, XP_034188104.1	XP_033323993.1
OG0000410	XP_034185670.1, XP_034185668.1	XP_033337885.1
OG0000412	XP_034189459.1	XP_033325411.1, XP_033325409.1, XP_033325410.1
OG0000413	XP_034193171.1	XP_033335112.1
OG0000414	XP_034181739.1	XP_033329936.1, XP_033329943.1
OG0000415	XP_034193213.1, XP_034193212.1, XP_034193214.1	XP_033334891.1, XP_033334892.1
OG0000417	XP_034178209.1	XP_033334509.1, XP_033334574.1
OG0000418	XP_034178047.1, XP_034178813.1, XP_034192200.1, XP_034178812.1, XP_034192230.1	XP_033330200.1, XP_033330159.1, XP_033330161.1
OG0000419	XP_034183724.1, XP_034183725.1	XP_033322887.1
OG0000420	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1	XP_033328919.1, XP_033328918.1, XP_033328917.1
OG0000421	XP_034193117.1, XP_034193118.1, XP_034193119.1	XP_033342274.1
OG0000422	XP_034183976.1, XP_034183929.1, XP_034183966.1, XP_034183937.1, XP_034183956.1, XP_034183921.1, XP_034183947.1	XP_033340945.1
OG0000423	XP_034177644.1, XP_034177641.1, XP_034177640.1, XP_034177642.1	XP_033324309.1
OG0000426	XP_034177719.1	XP_033324110.1
OG0000427	XP_034180134.1, XP_034180123.1, XP_034180114.1	XP_033335628.1, XP_033335624.1
OG0000428	XP_034171020.1	XP_033334211.1
OG0000428	XP_034196642.1	XP_033334192.1
OG0000429	XP_034182151.1	XP_033321932.1, XP_033321928.1, XP_033321927.1, XP_033321930.1, XP_033321929.1
OG0000430	XP_034191741.1	XP_033337638.1
OG0000431	XP_034192052.1, XP_034192050.1, XP_034192051.1	XP_033336300.1
OG0000432	XP_034175949.1, XP_034175950.1, XP_034175951.1	XP_033322655.1, XP_033322656.1, XP_033322657.1
OG0000433	XP_034190341.1	XP_033337321.1, XP_033337326.1
OG0000434	XP_034186686.1, XP_034186674.1	XP_033332519.1
OG0000435	XP_034179596.1	XP_033340595.1, XP_033340580.1
OG0000436	XP_034191079.1	XP_033335430.1
OG0000437	XP_034190283.1, XP_034190281.1, XP_034190284.1, XP_034190280.1, XP_034190285.1	XP_033321462.1, XP_033321471.1
OG0000438	XP_034187889.1, XP_034187890.1	XP_033329440.1, XP_033329441.1, XP_033329439.1
OG0000439	XP_034194108.1, XP_034194107.1, XP_034194106.1	XP_033337111.1
OG0000440	XP_034183023.1, XP_034183022.1, XP_034183021.1, XP_034183024.1	XP_033322471.1, XP_033322463.1
OG0000441	XP_034191193.1	XP_033338771.1, XP_033338770.1, XP_033338772.1, XP_033338774.1, XP_033338773.1
OG0000442	XP_034182229.1	XP_033321789.1
OG0000443	XP_034181099.1, XP_034181100.1, XP_034181097.1, XP_034181098.1, XP_034181096.1	XP_033329398.1
OG0000444	XP_034191694.1	XP_033336603.1, XP_033336602.1, XP_033336605.1, XP_033336604.1, XP_033336606.1
OG0000445	XP_034178751.1, XP_034178749.1, XP_034178750.1	XP_033332022.1
OG0000446	XP_034177837.1, XP_034177838.1	XP_033332148.1
OG0000447	XP_034182952.1, XP_034182950.1, XP_034182951.1	XP_033335379.1, XP_033335381.1, XP_033335380.1, XP_033335378.1
