Orthogroup	Osmia_lignaria	Megachile_rotundata
OG0000181	XP_034178956.1	XP_012142584.1, XP_012142583.1, XP_012142582.1, XP_012142581.1, XP_012142588.1, XP_012142587.1, XP_012142586.1, XP_003704153.1
OG0000182	XP_034184451.1, XP_034184450.1, XP_034184449.1, XP_034184448.1, XP_034184452.1	XP_012144121.1, XP_012144125.1, XP_003704822.1, XP_012144124.1
OG0000183	XP_034196191.1	XP_012147120.1, XP_012147119.1, XP_012147118.1
OG0000184	XP_034183395.1, XP_034183397.1, XP_034183396.1	XP_003706966.1, XP_012148848.1, XP_012148849.1, XP_012148852.1, XP_012148850.1
OG0000185	XP_034183428.1	XP_003706495.1, XP_012148048.1, XP_012148045.1, XP_012148046.1, XP_012148047.1
OG0000187	XP_034182467.1, XP_034182466.1, XP_034182468.1, XP_034182469.1	XP_012142303.1
OG0000188	XP_034170835.1, XP_034170836.1	XP_003700862.1, XP_012135174.1, XP_012135172.1, XP_012135173.1
OG0000189	XP_034171567.1, XP_034171566.1	XP_012136525.1, XP_012136526.1, XP_003701555.1
OG0000190	XP_034171366.1, XP_034171365.1	XP_012138374.1, XP_012138376.1, XP_012138375.1
OG0000191	XP_034182965.1	XP_003704574.1
OG0000191	XP_034182963.1	XP_012143543.1
OG0000192	XP_034188503.1	XP_012142257.1, XP_003703969.1, XP_012142260.1, XP_012142258.1, XP_012142256.1
OG0000193	XP_034182344.1	XP_012138083.1, XP_003702085.1, XP_012138082.1, XP_012138081.1
OG0000194	XP_034175689.1	XP_012147782.1, XP_012147792.1, XP_012147787.1, XP_012147768.1, XP_003699938.1
OG0000195	XP_034177803.1, XP_034177800.1, XP_034177802.1	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000196	XP_034195248.1, XP_034195133.1, XP_034195164.1	XP_012151022.1
OG0000196	XP_034195240.1	XP_012136803.1, XP_012153221.1, XP_012152710.1
OG0000197	XP_034192365.1	XP_003708046.2
OG0000198	XP_034177599.1	XP_003700219.1
OG0000198	XP_034177331.1	XP_003700218.1
OG0000200	XP_034172080.1, XP_034172081.1, XP_034172083.1, XP_034172082.1	XP_012141849.1, XP_012141850.1, XP_012141851.1, XP_012141845.1, XP_012141846.1, XP_012141847.1, XP_003703775.1
OG0000201	XP_034184461.1, XP_034184462.1, XP_034184460.1	XP_003704834.1, XP_012144296.1, XP_012144297.1
OG0000202	XP_034175101.1, XP_034175099.1, XP_034175100.1, XP_034175097.1, XP_034175098.1, XP_034175102.1, XP_034175095.1	XP_012154471.1, XP_003700565.1
OG0000203	XP_034180149.1	XP_012139529.1, XP_012139530.1, XP_003702918.1
OG0000204	XP_034182241.1, XP_034182242.1, XP_034182243.1, XP_034182244.1	XP_003704014.1, XP_012142164.1, XP_012142163.1
OG0000205	XP_034177794.1, XP_034177796.1, XP_034177793.1, XP_034177790.1, XP_034177792.1, XP_034177797.1, XP_034177795.1, XP_034177798.1	XP_012145132.1
OG0000206	XP_034194321.1	XP_003708165.1
OG0000207	XP_034181121.1	XP_012141167.1, XP_012141169.1, XP_012141168.1, XP_012141174.1, XP_012141175.1, XP_012141172.1, XP_012141173.1, XP_012141171.1
OG0000208	XP_034185553.1	XP_012138825.1, XP_003702497.1
OG0000209	XP_034184026.1, XP_034184027.1, XP_034184025.1	XP_012152058.1, XP_012152073.1, XP_012152066.1
OG0000210	XP_034193594.1	XP_012146838.1
OG0000210	XP_034193584.1	XP_012146835.1
OG0000210	XP_034193587.1, XP_034193586.1	XP_012146833.1, XP_012146832.1, XP_012146831.1
OG0000211	XP_034185535.1, XP_034185540.1, XP_034185536.1, XP_034185537.1, XP_034185538.1, XP_034185539.1	XP_003702511.1
OG0000212	XP_034176251.1, XP_034176252.1, XP_034176254.1, XP_034176253.1	XP_003699274.1, XP_012154527.1, XP_012154521.1, XP_012154514.1
OG0000213	XP_034172935.1	XP_012144635.1
OG0000214	XP_034173135.1, XP_034173136.1	XP_003703764.1, XP_012141808.1, XP_012141807.1
OG0000215	XP_034182772.1, XP_034182771.1	XP_003701024.1
OG0000216	XP_034195726.1, XP_034195727.1, XP_034195728.1	XP_003703313.1, XP_012140807.1, XP_012140808.1
OG0000217	XP_034185982.1, XP_034185981.1, XP_034185980.1	XP_003705707.1
OG0000218	XP_034179204.1, XP_034179200.1, XP_034179202.1, XP_034179201.1	XP_003705904.2
OG0000219	XP_034192589.1	XP_012153644.1
OG0000220	XP_034181640.1	XP_012148215.1
OG0000221	XP_034191998.1	XP_003702794.2
OG0000222	XP_034185956.1	XP_003706708.1
OG0000222	XP_034189852.1	XP_012148976.1, XP_003706823.1
OG0000223	XP_034188959.1, XP_034188958.1, XP_034188954.1, XP_034188955.1, XP_034188956.1, XP_034188957.1	XP_003702599.1
OG0000224	XP_034195082.1	XP_012138808.1, XP_012138804.1, XP_012138805.1, XP_012138806.1, XP_003702483.1, XP_012138807.1
OG0000225	XP_034194697.1, XP_034194696.1, XP_034194610.1, XP_034194611.1	XP_012145662.1
OG0000226	XP_034179612.1, XP_034179613.1	XP_012143972.1
OG0000227	XP_034178979.1	XP_012145417.1
OG0000227	XP_034178984.1, XP_034178985.1	XP_012153570.1
OG0000228	XP_034173028.1, XP_034173027.1, XP_034173029.1	XP_012151530.1, XP_012151529.1
OG0000229	XP_034178871.1	XP_012136196.1
OG0000230	XP_034181654.1	XP_012148214.1, XP_003706551.2
OG0000231	XP_034187972.1	XP_012148182.1, XP_012148181.1, XP_012148184.1, XP_012148183.1, XP_012148185.1, XP_003706573.2
OG0000232	XP_034178303.1, XP_034178300.1, XP_034178301.1, XP_034178299.1	XP_003704217.1
OG0000233	XP_034194111.1, XP_034194110.1	XP_012149526.1
OG0000234	XP_034184736.1, XP_034184734.1, XP_034184733.1, XP_034184735.1	XP_012135811.1, XP_012135995.1
OG0000235	XP_034188255.1, XP_034188260.1, XP_034188261.1, XP_034188259.1, XP_034188258.1, XP_034188257.1	XP_003706133.1, XP_012147343.1, XP_012147342.1
OG0000236	XP_034195907.1, XP_034195787.1	XP_003702046.1, XP_012137968.1, XP_012137967.1, XP_012137966.1
OG0000237	XP_034181102.1, XP_034181105.1, XP_034181103.1, XP_034181101.1, XP_034181104.1	XP_003701993.1, XP_012137687.1, XP_012137688.1, XP_012137686.1
OG0000238	XP_034176782.1	XP_012150544.1, XP_012150543.1, XP_003707536.1, XP_012150541.1, XP_012150542.1
OG0000240	XP_034180058.1, XP_034180056.1	XP_012143297.1, XP_012143296.1, XP_012143295.1, XP_003704508.2, XP_012143299.1, XP_012143298.1
OG0000241	XP_034185581.1, XP_034185578.1, XP_034185582.1, XP_034185583.1, XP_034185580.1	XP_012145888.1, XP_012145889.1, XP_012145890.1
OG0000242	XP_034181365.1	XP_012150909.1
OG0000244	XP_034182098.1, XP_034182097.1	XP_003707714.1
OG0000245	XP_034187246.1, XP_034187245.1	XP_012152881.1, XP_012152882.1, XP_012152883.1
OG0000246	XP_034196159.1	XP_003702425.1
OG0000246	XP_034195100.1	XP_012135512.1
OG0000247	XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183826.1, XP_034183833.1, XP_034183865.1, XP_034183817.1	XP_012138007.1, XP_012138008.1
OG0000248	XP_034187781.1, XP_034187782.1, XP_034187783.1	XP_003704444.2
OG0000249	XP_034181364.1, XP_034181366.1, XP_034181369.1	XP_012147526.1, XP_012147527.1, XP_012147542.1
OG0000250	XP_034172097.1, XP_034172096.1, XP_034172095.1	XP_012141839.1, XP_012141838.1, XP_012141836.1, XP_012141835.1
OG0000251	XP_034179315.1, XP_034179314.1	XP_012146926.1
OG0000252	XP_034185807.1, XP_034185805.1, XP_034185808.1	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000253	XP_034185500.1	XP_003705522.1
OG0000253	XP_034185501.1	XP_003705520.2
OG0000254	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1	XP_003708223.1
OG0000255	XP_034192133.1, XP_034192134.1	XP_012139723.1, XP_012139724.1
OG0000256	XP_034185976.1, XP_034185977.1	XP_003705686.1
OG0000257	XP_034191847.1	XP_003699811.1, XP_012145248.1
OG0000258	XP_034189815.1, XP_034189824.1, XP_034189833.1	XP_012143637.1, XP_012143636.1, XP_012143634.1, XP_012143635.1
OG0000259	XP_034195599.1	XP_003701764.1
OG0000261	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1	XP_003705105.1
OG0000262	XP_034181772.1, XP_034181773.1, XP_034181774.1	XP_012141446.1, XP_012141447.1, XP_012141448.1
OG0000263	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1	XP_012146772.1
OG0000264	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_003706804.1
OG0000265	XP_034176282.1	XP_003699242.1, XP_012149360.1, XP_012149168.1, XP_012149224.1
OG0000267	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1	XP_012136599.1, XP_003701573.1
OG0000268	XP_034196640.1, XP_034196641.1, XP_034196639.1	XP_012138405.1, XP_012138406.1, XP_012138408.1, XP_012138407.1, XP_003702317.1
OG0000269	XP_034172452.1	XP_003706673.1, XP_012148462.1
OG0000270	XP_034192849.1, XP_034192837.1	XP_003705242.1
OG0000271	XP_034173912.1, XP_034173836.1, XP_034173989.1	XP_012153053.1, XP_012153055.1, XP_012153056.1, XP_012153054.1, XP_012153051.1, XP_012153050.1, XP_012153052.1
OG0000272	XP_034189677.1	XP_012143587.1
OG0000273	XP_034185323.1, XP_034185324.1, XP_034185325.1	XP_012138854.1, XP_012138855.1, XP_003702507.1
OG0000274	XP_034171832.1	XP_003704533.1, XP_012143457.1
OG0000275	XP_034190930.1	XP_012136137.1, XP_012136136.1, XP_012136139.1, XP_012136140.1, XP_012136138.1, XP_012136144.1, XP_012136143.1, XP_012136142.1, XP_012136141.1
OG0000277	XP_034187453.1, XP_034187452.1	XP_003702996.1, XP_012139887.1
OG0000278	XP_034188421.1	XP_012142379.1
OG0000278	XP_034188414.1	XP_012142375.1
OG0000279	XP_034194356.1, XP_034194357.1	XP_012152181.1, XP_012152180.1, XP_003708140.1
OG0000280	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1	XP_012147611.1, XP_012147609.1, XP_012147608.1, XP_012147610.1
OG0000281	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1	XP_003706282.1, XP_012147617.1
OG0000282	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1	XP_012141911.1, XP_012141910.1, XP_012141912.1, XP_012141913.1, XP_012141914.1, XP_012141909.1, XP_012141907.1, XP_012141908.1, XP_003703865.1
OG0000283	XP_034182970.1, XP_034182969.1	XP_012142526.1, XP_003704114.1, XP_012142524.1, XP_012142527.1, XP_012142525.1
OG0000284	XP_034179560.1	XP_003708557.1, XP_012153468.1, XP_012153467.1
OG0000285	XP_034193967.1	XP_003699608.1
OG0000286	XP_034187113.1, XP_034187115.1	XP_012154241.1, XP_003700419.1, XP_012154242.1
OG0000287	XP_034185755.1, XP_034185756.1, XP_034185753.1, XP_034185754.1, XP_034185751.1, XP_034185752.1	XP_003705682.1, XP_012146272.1
OG0000288	XP_034192862.1	XP_003700371.1
OG0000289	XP_034191632.1	XP_012139726.1, XP_012139725.1, XP_003702817.1
OG0000290	XP_034177193.1, XP_034177187.1	XP_003702393.1, XP_012138556.1, XP_012138559.1, XP_012138552.1, XP_012138553.1, XP_012138550.1, XP_012138551.1, XP_012138545.1, XP_012138554.1, XP_012138555.1, XP_012138549.1, XP_012138548.1, XP_012138558.1, XP_012138547.1
OG0000291	XP_034174351.1	XP_003702122.1
OG0000292	XP_034171345.1, XP_034171347.1, XP_034171346.1, XP_034171350.1, XP_034171348.1	XP_012138377.1, XP_012138380.1, XP_012138379.1, XP_012138382.1, XP_012138381.1, XP_003702251.1
OG0000293	XP_034187323.1, XP_034187341.1, XP_034187332.1	XP_003708059.1, XP_012151917.1, XP_012151918.1, XP_012151919.1
OG0000294	XP_034186341.1	XP_003705404.1
OG0000295	XP_034180997.1, XP_034180996.1, XP_034180995.1	XP_012141054.1, XP_003703438.1
OG0000296	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1	XP_012141148.1
OG0000297	XP_034192474.1	XP_012141111.1
OG0000298	XP_034178782.1, XP_034178784.1, XP_034178783.1	XP_012142874.1
OG0000299	XP_034180514.1, XP_034180523.1	XP_012150636.1, XP_012150635.1
OG0000299	XP_034180545.1	XP_012150637.1
OG0000300	XP_034192275.1	XP_012143150.1
OG0000300	XP_034192273.1	XP_012143146.1, XP_012143151.1
OG0000301	XP_034183399.1, XP_034183398.1	XP_003706965.2
OG0000302	XP_034193562.1	XP_003705898.1, XP_012146893.1, XP_012146892.1, XP_012146891.1, XP_012146894.1
OG0000303	XP_034185476.1, XP_034185473.1	XP_012135873.1, XP_012135875.1
OG0000304	XP_034185972.1, XP_034185971.1	XP_012146264.1
OG0000305	XP_034177114.1, XP_034177113.1, XP_034177112.1	XP_012145591.1
OG0000306	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1	XP_003705529.1, XP_012145887.1
OG0000307	XP_034186970.1, XP_034186971.1, XP_034186972.1	XP_003706109.1
OG0000308	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1	XP_012147844.1
OG0000309	XP_034173109.1, XP_034173110.1	XP_003707993.1, XP_012151646.1
OG0000310	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1	XP_003706389.1
OG0000311	XP_034188148.1	XP_003703636.1
OG0000312	XP_034196197.1, XP_034196198.1	XP_012149801.1
OG0000312	XP_034176615.1	XP_012147130.1
OG0000313	XP_034187721.1	XP_003704846.1
OG0000314	XP_034176014.1	XP_012138725.1, XP_012138718.1, XP_012138710.1
OG0000316	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1	XP_003705773.1, XP_012146496.1, XP_012146495.1, XP_012146497.1
OG0000317	XP_034171418.1	XP_012135338.1, XP_012135339.1, XP_012135341.1, XP_012135337.1, XP_012135336.1, XP_012135335.1, XP_012135334.1, XP_003701022.1, XP_012135340.1
OG0000318	XP_034195475.1	XP_012146187.1, XP_003705664.1
OG0000319	XP_034187524.1, XP_034187523.1	XP_012147417.1, XP_012147416.1
OG0000320	XP_034182484.1	XP_012152144.1
OG0000321	XP_034177310.1, XP_034177337.1, XP_034177300.1	XP_003705555.2, XP_012145928.1, XP_003706752.1, XP_012145922.1, XP_012150572.1, XP_012148634.1, XP_012148635.1, XP_012152076.1
OG0000322	XP_034192460.1	XP_012136356.1
OG0000323	XP_034183501.1, XP_034183524.1, XP_034183512.1	XP_003705303.1
OG0000324	XP_034186725.1, XP_034186726.1	XP_012136018.1, XP_012136019.1, XP_012136020.1, XP_012136016.1, XP_012136017.1, XP_012136015.1, XP_003701339.1
OG0000325	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1	XP_003708252.2
OG0000326	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1	XP_003702879.1, XP_012139396.1, XP_012139397.1
OG0000327	XP_034191549.1, XP_034191548.1	XP_012152006.1, XP_012152007.1, XP_012152008.1, XP_012152009.1, XP_003708091.1
OG0000328	XP_034184643.1, XP_034184644.1	XP_003706446.1
OG0000329	XP_034174488.1, XP_034174487.1, XP_034174490.1	XP_003703047.1, XP_012139953.1
OG0000330	XP_034177979.1, XP_034177981.1	XP_012142949.1
OG0000331	XP_034180454.1, XP_034180455.1	XP_003701955.1
OG0000332	XP_034181902.1	XP_012141409.1, XP_003703532.1
OG0000333	XP_034193692.1, XP_034193765.1	XP_012137107.1, XP_012137109.1, XP_012137110.1, XP_012137108.1, XP_003701751.1
OG0000334	XP_034180817.1	XP_012145769.1, XP_012145767.1, XP_012145766.1, XP_012145768.1
OG0000335	XP_034184149.1	XP_003700636.1
OG0000335	XP_034184148.1	XP_012134545.1
OG0000335	XP_034184144.1	XP_012134540.1
OG0000336	XP_034186935.1	XP_012152837.1, XP_012152859.1, XP_012152833.1, XP_012152852.1, XP_012152845.1, XP_012152866.1
OG0000337	XP_034181908.1	XP_003699914.1
OG0000339	XP_034183642.1	XP_012143277.1, XP_012143284.1, XP_012143300.1, XP_003699782.1
OG0000340	XP_034190530.1	XP_012135653.1
OG0000341	XP_034176805.1, XP_034176803.1, XP_034176804.1	XP_012145091.1, XP_012145093.1, XP_003705216.1, XP_012145090.1
OG0000342	XP_034191667.1	XP_003702782.1, XP_012139606.1, XP_012139604.1, XP_012139607.1
OG0000343	XP_034189601.1, XP_034189603.1	XP_003706929.1, XP_012149372.1, XP_012149371.1
OG0000344	XP_034176458.1, XP_034176456.1, XP_034176455.1	XP_012143303.1
OG0000345	XP_034184508.1	XP_012149683.1, XP_003700130.1, XP_012149672.1
OG0000346	XP_034194742.1, XP_034194738.1, XP_034194739.1, XP_034194740.1, XP_034194741.1, XP_034194737.1	XP_012136830.1
OG0000347	XP_034176423.1	XP_003702097.1
OG0000348	XP_034181312.1	XP_012137646.1
OG0000348	XP_034181306.1	XP_012137640.1
OG0000348	XP_034181314.1	XP_012137649.1
OG0000349	XP_034189021.1, XP_034189023.1, XP_034189022.1	XP_012139018.1
OG0000350	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1	XP_003700582.1
OG0000351	XP_034175282.1, XP_034175491.1	XP_003699339.1
OG0000352	XP_034187439.1	XP_012134664.1, XP_012134663.1, XP_012134661.1, XP_012134660.1, XP_012134659.1, XP_012134658.1, XP_012134665.1, XP_003700783.1
OG0000353	XP_034172906.1	XP_003706394.1
OG0000354	XP_034172130.1	XP_012151564.1
OG0000355	XP_034176981.1	XP_012150339.1
OG0000356	XP_034177453.1, XP_034177454.1	XP_003707364.1
OG0000357	XP_034192918.1	XP_012144930.1, XP_003705151.1
OG0000358	XP_034180893.1, XP_034180882.1	XP_012139833.1, XP_012139834.1
OG0000360	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1	XP_003705061.1
OG0000361	XP_034182781.1	XP_012144054.1, XP_012144057.1, XP_012144064.1
OG0000362	XP_034190259.1	XP_012145905.1, XP_012145914.1, XP_012145908.1, XP_012145909.1, XP_012145906.1, XP_012145907.1, XP_003705537.1, XP_012145913.1, XP_012145911.1, XP_012145912.1, XP_012145903.1, XP_012145904.1
OG0000363	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1	XP_012138798.1, XP_012138799.1
OG0000364	XP_034192209.1, XP_034192212.1	XP_012145582.1, XP_012145587.1, XP_012145586.1, XP_012145585.1, XP_012145590.1, XP_012145581.1, XP_012145584.1, XP_012145583.1
OG0000365	XP_034183201.1	XP_012136054.1
OG0000366	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1	XP_012143007.1
OG0000367	XP_034180255.1	XP_003706114.1
OG0000368	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1	XP_012141615.1
OG0000369	XP_034189277.1	XP_012136410.1, XP_012136416.1, XP_012136415.1, XP_012136412.1, XP_012136411.1, XP_012136414.1, XP_012136413.1, XP_012136408.1, XP_012136409.1
OG0000370	XP_034186084.1, XP_034186083.1	XP_003699188.2
OG0000371	XP_034191096.1	XP_012154342.1, XP_012154341.1, XP_012154340.1, XP_012154339.1, XP_012154343.1
OG0000372	XP_034177085.1, XP_034177084.1, XP_034177086.1	XP_012137394.1, XP_012137395.1, XP_003701894.1
OG0000373	XP_034195545.1	XP_012146759.1, XP_012146762.1, XP_012146726.1, XP_012146725.1, XP_012146727.1, XP_012146761.1
OG0000375	XP_034176224.1, XP_034176225.1, XP_034176226.1	XP_012154264.1
OG0000376	XP_034193251.1, XP_034193245.1, XP_034193249.1, XP_034193248.1, XP_034193244.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193247.1, XP_034193246.1, XP_034193242.1, XP_034193253.1, XP_034193252.1, XP_034193239.1, XP_034193254.1	XP_003703189.1
OG0000377	XP_034189845.1	XP_012138539.1, XP_003699502.1, XP_012138557.1, XP_012138546.1, XP_012138564.1
OG0000378	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1	XP_012144020.1
OG0000379	XP_034195611.1	XP_003701747.1
OG0000380	XP_034189331.1	XP_003701479.1
OG0000381	XP_034177030.1, XP_034177024.1, XP_034177015.1	XP_012148330.1
OG0000382	XP_034181453.1	XP_003703522.1
OG0000383	XP_034186544.1	XP_012134804.1
OG0000384	XP_034191743.1, XP_034191742.1, XP_034191744.1	XP_003701958.1, XP_012137518.1, XP_012137519.1, XP_012137520.1
OG0000385	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1	XP_012137581.1, XP_003701965.1
OG0000386	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1	XP_003701161.1
OG0000387	XP_034186076.1	XP_003699194.1
OG0000388	XP_034178224.1	XP_012142780.1
OG0000389	XP_034186722.1, XP_034186723.1	XP_012154253.1, XP_003700424.1
OG0000390	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1	XP_003704346.1
OG0000391	XP_034176377.1, XP_034176375.1, XP_034176374.1, XP_034176373.1, XP_034176371.1, XP_034176372.1, XP_034176378.1, XP_034176370.1, XP_034176379.1	XP_012138624.1, XP_012138621.1, XP_012138622.1, XP_012138625.1, XP_012138620.1
OG0000392	XP_034185702.1	XP_003699198.1, XP_012138000.1, XP_012138045.1
OG0000393	XP_034186133.1, XP_034186134.1, XP_034186132.1	XP_003706913.1, XP_012149325.1
OG0000394	XP_034175167.1	XP_003699955.1, XP_012148056.1
OG0000395	XP_034183255.1	XP_003704986.1
OG0000396	XP_034177551.1, XP_034177541.1	XP_003702038.1, XP_012137929.1, XP_012137930.1, XP_012137927.1, XP_012137928.1
OG0000397	XP_034190999.1, XP_034190998.1	XP_003704122.1, XP_012142456.1
OG0000398	XP_034177324.1	XP_012149989.1
OG0000399	XP_034173488.1, XP_034173486.1, XP_034173487.1	XP_012141726.1, XP_012141725.1
OG0000400	XP_034172833.1, XP_034172832.1, XP_034172834.1	XP_003705040.1
OG0000401	XP_034192158.1, XP_034174666.1	XP_003703610.1
OG0000402	XP_034188593.1, XP_034188591.1, XP_034188594.1	XP_012142153.1, XP_012142152.1, XP_012142151.1, XP_003703973.1
OG0000403	XP_034178577.1, XP_034178511.1	XP_012142989.1, XP_012143124.1, XP_012142982.1
OG0000403	XP_034178514.1	XP_012142988.1
OG0000404	XP_034190806.1	XP_012149713.1
OG0000404	XP_034190807.1, XP_034190798.1	XP_012149693.1
OG0000405	XP_034175984.1, XP_034175986.1, XP_034175985.1	XP_012153717.1, XP_012153716.1, XP_012153715.1, XP_012153714.1, XP_003700293.1, XP_012153718.1, XP_012153719.1
OG0000406	XP_034196693.1, XP_034196698.1, XP_034196699.1	XP_012136781.1
OG0000407	XP_034171108.1, XP_034171106.1, XP_034171107.1, XP_034171109.1, XP_034171104.1	XP_003705715.1
OG0000408	XP_034195651.1, XP_034195652.1	XP_012146106.1
OG0000409	XP_034188103.1, XP_034188106.1, XP_034188105.1, XP_034188104.1	XP_012141492.1, XP_003703548.1
