Orthogroup	Osmia_lignaria	Apis_mellifera
OG0000252	XP_034185807.1, XP_034185805.1, XP_034185808.1	XP_395221.4
OG0000253	XP_034185500.1	NP_001104234.1
OG0000253	XP_034185501.1	NP_001092187.1
OG0000254	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1	NP_001314890.1
OG0000255	XP_034192133.1, XP_034192134.1	XP_001121591.2, XP_006564963.1
OG0000256	XP_034185976.1, XP_034185977.1	XP_006565044.2, XP_003250569.2
OG0000257	XP_034191847.1	XP_003250703.1
OG0000258	XP_034189815.1, XP_034189824.1, XP_034189833.1	XP_006557421.1, XP_006557422.2, XP_016770405.1
OG0000259	XP_034195599.1	XP_026296970.1, XP_006557589.1, XP_006557588.1, XP_006557587.1, XP_006557586.1, XP_026296969.1
OG0000261	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1	XP_026298357.1, XP_006559582.1, XP_006559579.1, XP_006559580.1, XP_006559581.1, XP_395441.2
OG0000262	XP_034181772.1, XP_034181773.1, XP_034181774.1	XP_006559860.1, XP_006559861.1, XP_396828.2, XP_006559859.1
OG0000263	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1	XP_006561090.1, XP_006561087.1, XP_006561089.1, XP_026301327.1
OG0000264	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_006562405.1
OG0000265	XP_034176282.1	XP_006566408.1, XP_006566409.1, XP_625132.2
OG0000266	XP_034188916.1	XP_026302265.1, XP_006568825.1, XP_394284.2
OG0000267	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1	XP_006568882.1, XP_006568883.1
OG0000268	XP_034196640.1, XP_034196641.1, XP_034196639.1	XP_006569035.1
OG0000269	XP_034172452.1	XP_006571082.1, XP_006571081.1
OG0000270	XP_034192849.1, XP_034192837.1	XP_006572356.1
OG0000271	XP_034173912.1, XP_034173836.1, XP_034173989.1	XP_006572407.1
OG0000272	XP_034189677.1	XP_026301731.1, XP_006572419.1, XP_006572418.1, XP_623842.1
OG0000273	XP_034185323.1, XP_034185324.1, XP_034185325.1	XP_026298315.1, XP_016769150.2
OG0000274	XP_034171832.1	XP_026297890.1, XP_026297889.1, XP_026297888.1, XP_026297887.1, XP_026297886.1, XP_026297885.1, XP_026297884.1, XP_026297883.1, XP_026297882.1, XP_026297881.1, XP_016769197.2
OG0000276	XP_034181830.1, XP_034181826.1, XP_034181832.1	XP_026294810.1, XP_026294798.1, XP_026294767.1
OG0000277	XP_034187453.1, XP_034187452.1	XP_026294924.1
OG0000278	XP_034188421.1	XP_026295212.1
OG0000278	XP_034188414.1	XP_026295210.1
OG0000279	XP_034194356.1, XP_034194357.1	XP_026295498.1
OG0000280	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1	XP_026295830.1
OG0000281	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1	XP_026296262.1, XP_026296261.1, XP_026296263.1
OG0000282	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1	XP_026297548.1
OG0000283	XP_034182970.1, XP_034182969.1	XP_026299985.1
OG0000284	XP_034179560.1	XP_026301193.1
OG0000285	XP_034193967.1	XP_026301426.1
OG0000286	XP_034187113.1, XP_034187115.1	NP_001136033.1, XP_006557739.2
OG0000287	XP_034185755.1, XP_034185756.1, XP_034185753.1, XP_034185754.1, XP_034185751.1, XP_034185752.1	NP_001137393.1, XP_006568558.1
OG0000288	XP_034192862.1	XP_006571955.1, XP_001122617.2
OG0000289	XP_034191632.1	XP_016771731.1, XP_003250539.1
OG0000290	XP_034177193.1, XP_034177187.1	XP_003250662.1
OG0000291	XP_034174351.1	XP_003251224.2, XP_006568360.2
OG0000292	XP_034171345.1, XP_034171347.1, XP_034171346.1, XP_034171350.1, XP_034171348.1	XP_006569017.1, XP_006569018.1, XP_003251296.1
OG0000293	XP_034187323.1, XP_034187341.1, XP_034187332.1	XP_006559045.1
OG0000294	XP_034186341.1	XP_006559458.1, XP_392994.4
OG0000295	XP_034180997.1, XP_034180996.1, XP_034180995.1	XP_006559711.2, XP_397062.3, XP_006559712.2
OG0000296	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1	XP_006559728.2, XP_006559729.2, XP_006559730.2, XP_393129.4
OG0000297	XP_034192474.1	XP_006559877.1, XP_393189.1
OG0000298	XP_034178782.1, XP_034178784.1, XP_034178783.1	XP_393921.4, XP_016771409.1, XP_006560471.1
OG0000299	XP_034180514.1, XP_034180523.1	XP_006561768.2
OG0000299	XP_034180545.1	XP_006561770.1
OG0000300	XP_034192275.1	XP_016770654.1
OG0000300	XP_034192273.1	XP_006562453.1, XP_006562449.1
OG0000301	XP_034183399.1, XP_034183398.1	XP_006562896.1
OG0000302	XP_034193562.1	XP_006563787.1
OG0000303	XP_034185476.1, XP_034185473.1	XP_016769093.2, XP_006564729.1, XP_006564719.2
OG0000304	XP_034185972.1, XP_034185971.1	XP_006565043.1, XP_006565042.1, XP_016769490.1
OG0000305	XP_034177114.1, XP_034177113.1, XP_034177112.1	XP_006567820.1, XP_016767795.1, XP_006567825.1, XP_026296835.1, XP_006567824.1, XP_016767792.1, XP_006567823.1
OG0000306	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1	XP_006569762.1
OG0000307	XP_034186970.1, XP_034186971.1, XP_034186972.1	XP_006569978.1
OG0000308	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1	XP_006571172.2, XP_006571173.2
OG0000309	XP_034173109.1, XP_034173110.1	XP_026302249.1, XP_006571320.1
OG0000310	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1	XP_006571525.1
OG0000311	XP_034188148.1	XP_016769273.1, XP_026298073.1, XP_016769276.1, XP_395161.2, XP_016769270.1, XP_016769275.1, XP_016769271.1
OG0000312	XP_034176615.1	XP_016770898.2
OG0000313	XP_034187721.1	XP_026298578.1
OG0000314	XP_034176014.1	XP_026299702.1
OG0000316	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1	XP_394229.2
OG0000323	XP_034183501.1, XP_034183524.1, XP_034183512.1	XP_026299083.1, XP_001120613.2
OG0000324	XP_034186725.1, XP_034186726.1	XP_006569202.1, XP_001120810.2, XP_016769779.1
OG0000325	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1	XP_006568130.1, XP_006568132.1, XP_006568133.1, XP_006568134.1, XP_001121996.2
OG0000326	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1	XP_006564882.2, XP_003250536.2
OG0000327	XP_034191549.1, XP_034191548.1	XP_003250560.1
OG0000328	XP_034184643.1, XP_034184644.1	XP_003251167.1, XP_397314.1
OG0000329	XP_034174488.1, XP_034174487.1, XP_034174490.1	XP_006558244.2
OG0000330	XP_034177979.1, XP_034177981.1	XP_006558596.1
OG0000331	XP_034180454.1, XP_034180455.1, XP_034180456.1	XP_397065.2, XP_006558840.1, XP_016771894.1, XP_026300795.1, XP_026300793.1
OG0000332	XP_034181902.1	XP_016768544.1, XP_016768542.1, XP_396692.3, XP_016768543.1, XP_006558879.1
OG0000333	XP_034193692.1, XP_034193765.1	XP_006559117.2, XP_026297198.1, XP_006559116.2
OG0000334	XP_034180817.1	XP_006560262.1
OG0000335	XP_034184144.1	XP_006560812.2
OG0000336	XP_034186935.1	XP_006560865.2, XP_006560866.2
OG0000337	XP_034181908.1	XP_006560933.1, XP_624657.2, XP_016766820.1, XP_016766818.1, XP_016766817.1, XP_006560934.1
OG0000338	XP_034181636.1, XP_034181635.1, XP_034181634.1, XP_034181638.1, XP_034181637.1, XP_034181639.1	XP_006562601.1, XP_006562602.1
OG0000339	XP_034183642.1	XP_393004.3, XP_006562919.1, XP_006562921.1, XP_006562920.1
OG0000340	XP_034190530.1	XP_016768933.1, XP_006564632.1, XP_006564631.1
OG0000341	XP_034176805.1, XP_034176803.1, XP_034176804.1	XP_006564844.1
OG0000342	XP_034191667.1	XP_006565842.1, XP_392026.2
OG0000343	XP_034189601.1, XP_034189603.1	XP_006566142.1, XP_006566141.1, XP_393678.2
OG0000344	XP_034176458.1, XP_034176456.1, XP_034176455.1	XP_006566349.2
OG0000345	XP_034184508.1	XP_006567437.1, XP_392511.2
OG0000346	XP_034194742.1, XP_034194738.1, XP_034194739.1, XP_034194740.1, XP_034194741.1, XP_034194737.1	XP_006569276.1
OG0000347	XP_034176423.1	XP_006569527.1, XP_006569526.1, XP_006569525.1
OG0000348	XP_034181312.1, XP_034181306.1	XP_026298948.1
OG0000348	XP_034181314.1	XP_006569732.1
OG0000349	XP_034189021.1, XP_034189023.1, XP_034189022.1	XP_016768335.1, XP_006570028.1, XP_395486.2, XP_016768336.1
OG0000350	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1	XP_006570342.1, XP_392786.2
OG0000351	XP_034175282.1, XP_034175491.1	XP_006570411.1
OG0000352	XP_034187439.1	XP_006570965.1
OG0000353	XP_034172906.1	XP_006571180.1
OG0000354	XP_034172130.1	XP_006571228.1, XP_006571233.1
OG0000354	XP_034172138.1	XP_006571243.1
OG0000355	XP_034176981.1	XP_016767588.2, XP_016767587.2, XP_026296397.1, XP_016767589.2, XP_016767593.2, XP_016767592.2, XP_016767590.2
OG0000356	XP_034177453.1, XP_034177454.1	XP_016767764.1
OG0000357	XP_034192918.1	XP_016767931.1
OG0000358	XP_034180893.1, XP_034180882.1	XP_026300699.1, XP_026300700.1, XP_016771829.2
OG0000360	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1	XP_026295907.1, XP_016772842.1, XP_016772846.1, XP_016772841.1, XP_026295911.1, XP_026295914.1
OG0000361	XP_034182781.1	XP_026297620.1
OG0000362	XP_034190259.1	XP_026298056.1
OG0000363	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1	XP_026298090.1
OG0000364	XP_034192209.1, XP_034192212.1	XP_026299447.1
OG0000365	XP_034183201.1	XP_026300187.1
OG0000366	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1	XP_026300390.1
OG0000367	XP_034180255.1	XP_026300876.1, XP_026300875.1, XP_026300874.1, XP_026300873.1
OG0000368	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1	XP_026302090.1
OG0000369	XP_034189277.1	XP_393488.4
OG0000370	XP_034186084.1, XP_034186083.1	XP_395253.2
OG0000371	XP_034191096.1	XP_397228.2
OG0000372	XP_034177085.1, XP_034177084.1, XP_034177086.1	XP_625126.3
OG0000375	XP_034176224.1, XP_034176225.1, XP_034176226.1	NP_001229362.1
OG0000376	XP_034193251.1, XP_034193245.1, XP_034193249.1, XP_034193248.1, XP_034193244.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193247.1, XP_034193246.1, XP_034193242.1, XP_034193253.1, XP_034193252.1, XP_034193239.1, XP_034193254.1	NP_001229369.1
OG0000377	XP_034189845.1	XP_001119898.1
OG0000378	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1	XP_016767761.1, XP_001120426.2
OG0000379	XP_034195611.1	XP_001122230.1
OG0000380	XP_034189331.1	XP_006568865.1, XP_001122316.2
OG0000381	XP_034177030.1, XP_034177024.1, XP_034177015.1	XP_006570133.1, XP_001122688.2
OG0000382	XP_034181453.1	XP_001122957.2
OG0000383	XP_034186544.1	XP_006565335.1, XP_001123319.2
OG0000384	XP_034191743.1, XP_034191742.1, XP_034191744.1	XP_003249075.1
OG0000385	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1	XP_006559354.2, XP_006559353.2, XP_006559352.2, XP_006559351.2, XP_006559350.2, XP_003249471.2
OG0000386	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1	XP_003250487.1, XP_006564676.1, XP_006564675.1
OG0000387	XP_034186076.1	XP_003250785.1
OG0000388	XP_034178224.1	XP_016771262.2, XP_026300650.1, XP_006558563.2, XP_006558564.2, XP_006558562.2, XP_016771264.2
OG0000389	XP_034186722.1, XP_034186723.1	XP_026301500.1, XP_006559446.1
OG0000390	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1	XP_006560473.1, XP_623685.1
OG0000391	XP_034176377.1, XP_034176375.1, XP_034176374.1, XP_034176373.1, XP_034176371.1, XP_034176372.1, XP_034176378.1, XP_034176370.1, XP_034176379.1	XP_006563366.1
OG0000392	XP_034185702.1	XP_006566068.1
OG0000393	XP_034186133.1, XP_034186134.1, XP_034186132.1	XP_006566169.1, XP_026299092.1
OG0000394	XP_034175167.1	XP_006566519.1, XP_016770274.1, XP_006566518.1
OG0000395	XP_034183255.1	XP_006566942.2
OG0000396	XP_034177551.1, XP_034177541.1	XP_006569593.1
OG0000397	XP_034190999.1, XP_034190998.1	XP_006570258.1, XP_625164.1
OG0000398	XP_034177324.1	XP_026296777.1, XP_016767777.2, XP_006570272.2
OG0000399	XP_034173488.1, XP_034173486.1, XP_034173487.1	XP_006570894.1, XP_006570895.1
OG0000400	XP_034172833.1, XP_034172832.1, XP_034172834.1	XP_016773414.1, XP_006571183.1
OG0000401	XP_034192158.1, XP_034174666.1	XP_026298243.1, XP_393065.4, XP_006572034.2, XP_006572035.2
OG0000402	XP_034188593.1, XP_034188591.1, XP_034188594.1	XP_016766945.1
OG0000403	XP_034178514.1	XP_026300644.1, XP_026300643.1
OG0000403	XP_034178574.1	XP_016771366.1, XP_026300642.1
OG0000404	XP_034190806.1	XP_016772486.2, XP_016772495.2
OG0000405	XP_034175984.1, XP_034175986.1, XP_034175985.1	XP_026294819.1, XP_026294820.1
OG0000406	XP_034196693.1, XP_034196698.1, XP_034196699.1	XP_026294864.1, XP_026294874.1, XP_026294873.1
OG0000407	XP_034171108.1, XP_034171106.1, XP_034171107.1, XP_034171109.1, XP_034171104.1	XP_026297000.1, XP_026296999.1, XP_026296998.1
OG0000408	XP_034195651.1, XP_034195652.1	XP_026297064.1
OG0000409	XP_034188103.1, XP_034188106.1, XP_034188105.1, XP_034188104.1	XP_026297968.1
OG0000410	XP_034185670.1, XP_034185668.1	XP_026298087.1
OG0000411	XP_034179648.1, XP_034179661.1, XP_034179594.1, XP_034179602.1, XP_034195387.1, XP_034194733.1	XP_026298750.1, XP_026298586.1, XP_026298587.1
OG0000412	XP_034189459.1	XP_026298971.1, XP_026298970.1
OG0000413	XP_034193171.1	XP_026299519.1
OG0000414	XP_034194914.1, XP_034181739.1	XP_026299610.1
OG0000415	XP_034193213.1, XP_034193212.1, XP_034193214.1	XP_026299760.1
OG0000417	XP_034178209.1	XP_026300368.1, XP_026300367.1, XP_026300363.1, XP_026300372.1
OG0000418	XP_034178047.1, XP_034178813.1, XP_034192200.1, XP_034178812.1, XP_034192230.1	XP_026300389.1
OG0000419	XP_034183724.1, XP_034183725.1	XP_026300888.1, XP_394882.2
OG0000420	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1	XP_026301949.1
OG0000421	XP_034193117.1, XP_034193118.1, XP_034193119.1	XP_392845.4
OG0000422	XP_034183976.1, XP_034183929.1, XP_034183966.1, XP_034183937.1, XP_034183956.1, XP_034183921.1, XP_034183947.1	XP_394670.3
OG0000423	XP_034177644.1, XP_034177641.1, XP_034177640.1, XP_034177642.1	XP_395525.3
OG0000424	XP_034194405.1, XP_034194404.1, XP_034194406.1	XP_624930.1
OG0000426	XP_034177719.1	NP_001011574.1
OG0000427	XP_034180134.1, XP_034180123.1, XP_034180114.1	XP_006565650.1
OG0000428	XP_034171020.1	XP_026302166.1, NP_001091702.1
OG0000428	XP_034196642.1	XP_006568756.2, NP_001073563.2
OG0000429	XP_034182151.1	XP_026295220.1, NP_001128300.1, XP_026295217.1
OG0000430	XP_034191741.1	XP_026298560.1
OG0000431	XP_034192052.1, XP_034192050.1, XP_034192051.1	XP_001120242.1, XP_006564978.1
OG0000432	XP_034175949.1, XP_034175950.1, XP_034175951.1	XP_006571825.1, XP_001120557.1
OG0000433	XP_034190341.1	XP_006564598.1, XP_006564601.1, XP_001120684.2
OG0000434	XP_034186686.1, XP_034186674.1	XP_006560860.2, XP_001120901.3
OG0000435	XP_034179596.1	XP_001120999.2, XP_016771997.1
OG0000436	XP_034191079.1	XP_001122652.2
OG0000437	XP_034190283.1, XP_034190281.1, XP_034190284.1, XP_034190280.1, XP_034190285.1	XP_003249531.1
OG0000438	XP_034187889.1, XP_034187890.1	XP_003250310.2
OG0000439	XP_034194108.1, XP_034194107.1, XP_034194106.1	XP_003251001.1
OG0000440	XP_034183023.1, XP_034183022.1, XP_034183021.1, XP_034183024.1	XP_006569556.2, XP_003251401.2
OG0000441	XP_034191193.1	XP_016772603.2, XP_006557792.2, XP_026301494.1
OG0000442	XP_034182229.1	XP_623442.2, XP_006558445.1, XP_006558444.1, XP_006558447.1, XP_006558446.1
OG0000443	XP_034181099.1, XP_034181100.1, XP_034181097.1, XP_034181098.1, XP_034181096.1	XP_006559900.1
OG0000444	XP_034191694.1	XP_006560273.1
OG0000445	XP_034178751.1, XP_034178749.1, XP_034178750.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000446	XP_034177837.1, XP_034177838.1	XP_016767858.1, XP_006561126.1, XP_006561128.1, XP_016767856.1
OG0000447	XP_034182952.1, XP_034182950.1, XP_034182951.1	XP_006562334.1
OG0000448	XP_034180228.1, XP_034180226.1	XP_006562364.1, XP_006562363.1, XP_392000.1
OG0000449	XP_034195499.1	XP_006562485.1, XP_006562486.1, XP_026297116.1
OG0000450	XP_034189891.1, XP_034189890.1, XP_034189889.1	XP_006562818.1, XP_623089.2, XP_006562819.1
OG0000451	XP_034180736.1	XP_395781.2, XP_006563130.1
OG0000452	XP_034190740.1, XP_034190741.1	XP_006563206.1, XP_006563207.1
OG0000453	XP_034185184.1, XP_034185186.1, XP_034185183.1, XP_034185182.1	XP_006563839.1
OG0000454	XP_034175784.1	XP_392727.4, XP_006564460.2
OG0000455	XP_034183277.1, XP_034183276.1	XP_006565218.1
OG0000456	XP_034175898.1	XP_006566644.1
OG0000457	XP_034193267.1, XP_034193265.1, XP_034193268.1, XP_034193266.1	XP_006566764.2, XP_006566763.2, XP_006566762.2, XP_006566761.2, XP_026299796.1
OG0000458	XP_034187617.1, XP_034187616.1, XP_034187615.1, XP_034187618.1	XP_393160.1, XP_006567191.1, XP_006567190.1
OG0000459	XP_034187630.1	XP_006567236.1, XP_006567234.1
OG0000460	XP_034192771.1, XP_034192772.1, XP_034192773.1, XP_034192775.1, XP_034192770.1, XP_034192769.1	XP_006567884.1, XP_006567883.1
OG0000461	XP_034180534.1	XP_006568423.1, XP_016768724.1, XP_392631.2, XP_006568424.1
OG0000462	XP_034187454.1, XP_034187459.1, XP_034187457.1, XP_034187456.1, XP_034187458.1, XP_034187455.1	XP_006569397.1, XP_624593.1
OG0000463	XP_034172406.1, XP_034172405.1	XP_006571560.1, XP_006571562.1, XP_623241.1, XP_006571561.1
OG0000464	XP_034191570.1, XP_034191569.1, XP_034191572.1, XP_034191571.1	XP_006572373.1, XP_392665.3
OG0000465	XP_034189636.1, XP_034183622.1	XP_006572525.1
OG0000466	XP_034180962.1	XP_016767919.1
OG0000467	XP_034174056.1, XP_034174081.1, XP_034174065.1, XP_034174073.1	XP_016769630.2, XP_026298509.1, XP_026298510.1
OG0000468	XP_034179767.1	XP_016772038.1
OG0000469	XP_034172727.1, XP_034172729.1	XP_026298377.1
OG0000470	XP_034188776.1, XP_034188777.1, XP_034188775.1, XP_034188778.1	XP_026295288.1, XP_026295289.1
OG0000471	XP_034187557.1, XP_034187553.1, XP_034187555.1, XP_034187554.1, XP_034187558.1, XP_034187556.1	XP_026296060.1
OG0000472	XP_034176948.1	XP_026296689.1
OG0000473	XP_034195905.1	XP_026297184.1
OG0000473	XP_034195891.1	XP_026297088.1
OG0000474	XP_034190240.1, XP_034190239.1	XP_026298349.1, XP_396698.3
OG0000475	XP_034181315.1	XP_026299125.1
OG0000476	XP_034178010.1	XP_026300478.1
OG0000477	XP_034180213.1, XP_034180495.1, XP_034180205.1, XP_034180494.1, XP_034180493.1, XP_034180060.1	XP_026300764.1
OG0000478	XP_034191390.1, XP_034191388.1, XP_034191389.1, XP_034191391.1	XP_026301533.1
OG0000479	XP_034187809.1	XP_026302052.1
OG0000480	XP_034177459.1, XP_034177460.1, XP_034177458.1	XP_394551.1
OG0000481	XP_034183918.1	XP_396237.5
OG0000482	XP_034172043.1	XP_624456.2
OG0000483	XP_034186095.1	XP_624525.3
OG0000487	XP_034174922.1	XP_006558427.2
OG0000487	XP_034174919.1	XP_026298412.1, NP_001014994.1
OG0000488	XP_034180176.1	XP_006564868.1, NP_001127699.1
OG0000489	XP_034174156.1, XP_034174145.1	XP_026295739.1
OG0000490	XP_034172323.1	NP_001177849.1, XP_006572276.1
OG0000491	XP_034181406.1	NP_001257747.1
OG0000491	XP_034181408.1	NP_001257746.1
OG0000492	XP_034196475.1	XP_001119884.1
OG0000492	XP_034196526.1	XP_001120194.1
OG0000493	XP_034194299.1, XP_034194301.1	XP_001120009.1
OG0000494	XP_034180809.1	XP_001120016.1, XP_026298822.1
OG0000495	XP_034178674.1, XP_034178675.1	XP_001120306.1
OG0000496	XP_034189680.1, XP_034189681.1, XP_034189683.1, XP_034189682.1	XP_001120690.1
OG0000497	XP_034183594.1, XP_034183596.1	XP_001121067.3, XP_016769870.2
OG0000498	XP_034195746.1, XP_034195748.1	XP_006565394.1, XP_001121094.1, XP_026297302.1
OG0000499	XP_034175835.1, XP_034175834.1, XP_034175836.1	XP_006566543.1, XP_001121442.1
OG0000500	XP_034183159.1	XP_001121565.2
OG0000501	XP_034180770.1, XP_034180788.1, XP_034180759.1, XP_034180779.1	XP_006567506.1, XP_001122104.1
OG0000502	XP_034176116.1	XP_001122238.2, XP_016770708.1, XP_006566607.1, XP_006566608.1
OG0000503	XP_034185352.1	XP_001122245.1, XP_006564576.1
OG0000504	XP_034186943.1	XP_026296444.1, XP_001122458.2, XP_026296443.1, XP_006569974.1, XP_006569959.1, XP_026296694.1
OG0000506	XP_034190567.1	XP_001123354.1, XP_016768842.1
OG0000507	XP_034175955.1, XP_034175946.1	XP_003249336.1, XP_006558661.1, XP_006558659.1, XP_006558660.1
OG0000508	XP_034191520.1	XP_006560292.1, XP_006560293.1, XP_016771898.1, XP_003249657.1
OG0000509	XP_034184128.1, XP_034184129.1	XP_003249915.1
OG0000510	XP_034173721.1, XP_034173720.1, XP_034173719.1	XP_006562035.1, XP_003249994.1
OG0000511	XP_034192758.1, XP_034192750.1, XP_034192749.1, XP_034192752.1, XP_034192751.1, XP_034192754.1, XP_034192753.1, XP_034192755.1, XP_034192748.1, XP_034192757.1, XP_034192759.1	XP_003251106.1
OG0000512	XP_034195617.1, XP_034195626.1	XP_006569697.1, XP_006569698.1, XP_003251410.1, XP_006569699.1
OG0000513	XP_034182753.1, XP_034182752.1, XP_034182750.1, XP_034182751.1	XP_006572185.1, XP_003251885.1
OG0000514	XP_034181008.1	XP_006557496.1
OG0000515	XP_034187116.1	XP_006557822.1, XP_006557823.1, XP_016772640.1
OG0000516	XP_034192913.1	XP_006557949.1
OG0000517	XP_034184874.1, XP_034184873.1	XP_006559598.1, XP_006559599.1
