Orthogroup	Osmia_lignaria	Ceratina_calcarata
OG0000201	XP_034184461.1, XP_034184462.1, XP_034184460.1	XP_017881852.1, XP_026669889.1, XP_026669892.1
OG0000202	XP_034175101.1, XP_034175099.1, XP_034175100.1, XP_034175097.1, XP_034175098.1, XP_034175102.1, XP_034175095.1	XP_017878411.1, XP_017878410.1
OG0000203	XP_034180149.1	XP_017884937.1
OG0000204	XP_034182241.1, XP_034182242.1, XP_034182243.1, XP_034182244.1	XP_017887339.1
OG0000205	XP_034177794.1, XP_034177796.1, XP_034177793.1, XP_034177790.1, XP_034177792.1, XP_034177797.1, XP_034177795.1, XP_034177798.1	XP_026670898.1
OG0000206	XP_034194321.1	XP_017886453.1
OG0000207	XP_034181121.1	XP_017885543.1, XP_017885544.1
OG0000208	XP_034185553.1, XP_034185552.1	XP_017877130.1, XP_026667913.1
OG0000209	XP_034184026.1, XP_034184027.1, XP_034184025.1	XP_017876246.1, XP_017876245.1, XP_017876248.1, XP_017876247.1, XP_017876249.1, XP_026667477.1
OG0000210	XP_034193594.1	XP_026672513.1
OG0000210	XP_034193584.1	XP_026672512.1
OG0000211	XP_034185535.1, XP_034185540.1, XP_034185536.1, XP_034185537.1, XP_034185538.1, XP_034185539.1	XP_017876182.1, XP_026667463.1, XP_026667461.1, XP_026667462.1
OG0000212	XP_034176251.1, XP_034176252.1, XP_034176254.1, XP_034176253.1	XP_017879981.1, XP_017879980.1
OG0000213	XP_034172935.1	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1
OG0000214	XP_034173135.1, XP_034173136.1	XP_026674310.1, XP_017889485.1
OG0000215	XP_034182772.1, XP_034182771.1	XP_026667010.1, XP_026667011.1, XP_017875258.1, XP_017875259.1
OG0000216	XP_034195726.1, XP_034195727.1, XP_034195728.1	XP_026668623.1, XP_017878397.1
OG0000218	XP_034179204.1	XP_026674156.1
OG0000218	XP_034179200.1, XP_034179202.1, XP_034179201.1	XP_026674154.1
OG0000219	XP_034192589.1	XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_017882425.1, XP_017882430.1, XP_026670577.1, XP_017882426.1
OG0000220	XP_034181640.1	XP_017885400.1
OG0000221	XP_034191998.1	XP_017875461.1
OG0000222	XP_034185956.1	XP_017891500.1
OG0000222	XP_034189852.1	XP_017891893.1, XP_017891894.1
OG0000223	XP_034188959.1, XP_034188958.1, XP_034188954.1, XP_034188955.1, XP_034188956.1, XP_034188957.1	XP_017875942.1
OG0000224	XP_034195082.1	XP_017881499.1, XP_017881498.1, XP_026669970.1
OG0000226	XP_034179612.1, XP_034179613.1	XP_026674159.1, XP_017889612.1
OG0000227	XP_034178979.1	XP_026675010.1
OG0000227	XP_034178984.1, XP_034178985.1	XP_026675012.1, XP_026675011.1
OG0000228	XP_034173028.1, XP_034173027.1, XP_034173029.1	XP_017892650.2, XP_026675538.1, XP_026669124.1, XP_017892649.1, XP_017879699.1, XP_017879788.1
OG0000229	XP_034178871.1	XP_017891609.2
OG0000231	XP_034187972.1	XP_017882489.1, XP_017882341.1, XP_017882406.1, XP_017882260.1
OG0000232	XP_034178303.1, XP_034178300.1, XP_034178301.1, XP_034178299.1	XP_017886042.1, XP_017886041.1, XP_026672367.1
OG0000233	XP_034194111.1, XP_034194110.1	XP_026675168.1, XP_017891847.1, XP_017891846.1
OG0000234	XP_034184736.1, XP_034184734.1, XP_034184733.1, XP_034184735.1	XP_017888840.1
OG0000235	XP_034188255.1, XP_034188260.1, XP_034188261.1, XP_034188259.1, XP_034188258.1, XP_034188257.1	XP_026669622.1, XP_026669623.1, XP_017880635.1, XP_017880633.1, XP_017880636.1
OG0000236	XP_034195907.1, XP_034195787.1	XP_017885150.1
OG0000237	XP_034181102.1, XP_034181105.1, XP_034181103.1, XP_034181101.1, XP_034181104.1	XP_017881836.1
OG0000238	XP_034176782.1	XP_017878847.1
OG0000240	XP_034180058.1, XP_034180056.1	XP_017878265.1
OG0000241	XP_034185581.1, XP_034185578.1, XP_034185582.1, XP_034185583.1, XP_034185580.1	XP_017880094.1
OG0000243	XP_034173756.1	XP_017891863.1
OG0000244	XP_034182098.1, XP_034182097.1	XP_017877510.1
OG0000245	XP_034187246.1, XP_034187245.1	XP_017877931.1, XP_017877932.1, XP_017877933.1, XP_026668393.1, XP_026668394.1, XP_017877934.1
OG0000246	XP_034196159.1	XP_017880344.1
OG0000246	XP_034195100.1	XP_017888864.1, XP_017888867.1
OG0000247	XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183826.1, XP_034183833.1, XP_034183865.1, XP_034183817.1	XP_026666803.1
OG0000248	XP_034187781.1, XP_034187782.1, XP_034187783.1	XP_017887490.1
OG0000249	XP_034181364.1, XP_034181366.1, XP_034181369.1	XP_017878945.1, XP_017878947.1, XP_017875917.2
OG0000250	XP_034172097.1, XP_034172096.1, XP_034172095.1	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1
OG0000251	XP_034179315.1, XP_034179314.1	XP_017889837.1
OG0000252	XP_034185807.1, XP_034185805.1, XP_034185808.1	XP_026667651.1, XP_026667650.1, XP_026667652.1
OG0000253	XP_034185500.1	XP_017888863.1
OG0000253	XP_034185501.1	XP_026673668.1
OG0000254	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1	XP_026669691.1, XP_017880879.1, XP_017880881.1, XP_026669692.1
OG0000255	XP_034192133.1, XP_034192134.1	XP_017875528.1, XP_017875529.1
OG0000256	XP_034185976.1, XP_034185977.1	XP_017891701.1
OG0000257	XP_034191847.1	XP_017884586.1, XP_026671501.1
OG0000258	XP_034189815.1, XP_034189824.1, XP_034189833.1	XP_017887424.1
OG0000259	XP_034195599.1	XP_026671533.1
OG0000261	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1	XP_017876049.1
OG0000262	XP_034181772.1, XP_034181773.1, XP_034181774.1	XP_017893275.1, XP_017893273.1, XP_017893272.1, XP_017893274.1, XP_017893271.1
OG0000263	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1	XP_017891603.1, XP_017891602.1
OG0000264	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_017881985.1, XP_026670277.1
OG0000265	XP_034176282.1	XP_026673462.1, XP_026673463.1, XP_017888306.1, XP_017888304.1
OG0000267	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1	XP_026668950.1, XP_017879249.1
OG0000268	XP_034196640.1, XP_034196641.1, XP_034196639.1	XP_026669514.1, XP_026669513.1, XP_017880560.1, XP_026669512.1
OG0000269	XP_034172452.1	XP_026667171.1
OG0000270	XP_034192849.1, XP_034192837.1	XP_017877447.1, XP_017877440.1
OG0000271	XP_034173912.1, XP_034173836.1, XP_034173989.1	XP_026670033.1, XP_017881487.1
OG0000272	XP_034189677.1	XP_017885691.1
OG0000273	XP_034185323.1, XP_034185324.1, XP_034185325.1	XP_017877649.1
OG0000276	XP_034181830.1, XP_034181826.1, XP_034181832.1	XP_017890424.2, XP_026672263.1
OG0000277	XP_034187453.1, XP_034187452.1	XP_026672250.1, XP_026672249.1, XP_026672246.1, XP_017885753.1, XP_026672248.1
OG0000278	XP_034188421.1	XP_017887045.1
OG0000279	XP_034194356.1, XP_034194357.1	XP_017887363.1, XP_017887362.1
OG0000280	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1	XP_017878726.2
OG0000281	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1	XP_026670595.1, XP_017882531.1, XP_017882532.1
OG0000282	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1	XP_017875958.1
OG0000283	XP_034182970.1, XP_034182969.1	XP_017888487.1, XP_017888485.1, XP_017888486.1, XP_017888479.1, XP_017888481.1, XP_017888482.1, XP_017888484.1, XP_026673529.1
OG0000284	XP_034179560.1	XP_017889643.1
OG0000285	XP_034193967.1	XP_026672526.1
OG0000286	XP_034187113.1, XP_034187115.1	XP_026674245.1, XP_026674244.1, XP_017889974.1
OG0000288	XP_034192862.1	XP_026674327.1, XP_026674326.1, XP_017890165.1
OG0000289	XP_034191632.1	XP_017875530.1, XP_017875531.1
OG0000290	XP_034177193.1, XP_034177187.1	XP_017887868.1
OG0000291	XP_034174351.1	XP_017892510.1, XP_017892508.1, XP_017892509.1
OG0000292	XP_034171345.1, XP_034171347.1, XP_034171346.1, XP_034171350.1, XP_034171348.1	XP_026671317.1, XP_017883991.1, XP_026671319.1, XP_026671318.1
OG0000293	XP_034187323.1, XP_034187341.1, XP_034187332.1	XP_017888002.2
OG0000294	XP_034186341.1	XP_017888724.1, XP_017888723.1, XP_017888726.1, XP_017888725.1
OG0000295	XP_034180997.1, XP_034180996.1, XP_034180995.1	XP_017891153.1, XP_017891154.1
OG0000296	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1	XP_017893250.1
OG0000297	XP_034192474.1	XP_017885576.1
OG0000298	XP_034178782.1, XP_034178784.1, XP_034178783.1	XP_026666798.1, XP_026666797.1, XP_017893510.1
OG0000299	XP_034180514.1, XP_034180523.1	XP_017881228.1, XP_017881225.1, XP_017881227.1
OG0000299	XP_034180545.1	XP_026674566.1, XP_017881231.1
OG0000300	XP_034192273.1	XP_017887481.1, XP_017887484.1
OG0000301	XP_034183399.1, XP_034183398.1	XP_017876666.1, XP_017876667.1, XP_026667677.1, XP_017876668.1
OG0000302	XP_034193562.1	XP_026672568.1, XP_017886502.1, XP_017886500.1, XP_017886498.1
OG0000303	XP_034185476.1, XP_034185473.1	XP_017888875.2, XP_026673685.1
OG0000304	XP_034185972.1, XP_034185971.1	XP_026675088.1, XP_026675087.1, XP_026675086.1, XP_026675085.1, XP_026675089.1, XP_026675084.1
OG0000305	XP_034177114.1, XP_034177113.1, XP_034177112.1	XP_017885393.1
OG0000306	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1	XP_017880083.1, XP_017880079.1
OG0000307	XP_034186970.1, XP_034186971.1, XP_034186972.1	XP_017888893.1, XP_026673915.1, XP_017888902.1, XP_026673940.1, XP_026673919.1, XP_026673923.1, XP_026673934.1
OG0000308	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1	XP_017889038.1, XP_017889035.1, XP_017889036.1
OG0000309	XP_034173109.1, XP_034173110.1	XP_026666993.1, XP_017875728.1
OG0000310	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1	XP_017882961.1, XP_017882960.1
OG0000311	XP_034188148.1	XP_017879973.1, XP_026668982.1
OG0000312	XP_034196197.1, XP_034196198.1	XP_017877095.2
OG0000313	XP_034187721.1	XP_017892605.1
OG0000314	XP_034176014.1	XP_017887380.2, XP_017885792.1, XP_026668832.1, XP_017875300.2, XP_017877436.1, XP_017890717.1
OG0000316	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1	XP_026673470.1, XP_026673471.1, XP_017888358.1
OG0000317	XP_034171418.1	XP_026671441.1
OG0000318	XP_034195475.1	XP_017881510.1
OG0000319	XP_034187524.1, XP_034187523.1	XP_026666844.1, XP_017893640.1, XP_017893639.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1
OG0000321	XP_034177310.1, XP_034177337.1, XP_034177300.1	XP_017892218.2, XP_017893148.1, XP_017892229.1, XP_017883003.2
OG0000323	XP_034183501.1, XP_034183524.1, XP_034183512.1	XP_017876987.2
OG0000324	XP_034186725.1, XP_034186726.1	XP_017882576.1, XP_017882577.1, XP_026670617.1
OG0000325	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1	XP_026668693.1, XP_017878751.1, XP_017878758.1, XP_026668694.1, XP_026668691.1, XP_026668692.1
OG0000326	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1	XP_026671812.1
OG0000327	XP_034191549.1, XP_034191548.1	XP_017884792.1, XP_017884791.1
OG0000328	XP_034184643.1, XP_034184644.1	XP_017888309.1, XP_017888308.1
OG0000329	XP_034174488.1, XP_034174487.1, XP_034174490.1	XP_017888722.1, XP_017888721.1
OG0000331	XP_034180454.1	XP_026666632.1, XP_017893300.1
OG0000332	XP_034181902.1	XP_017885849.1
OG0000333	XP_034193692.1, XP_034193765.1	XP_017875615.1, XP_017875618.1, XP_017875613.1, XP_017875617.1, XP_017875611.1, XP_026667188.1
OG0000334	XP_034180817.1	XP_017882301.1, XP_026670260.1
OG0000335	XP_034184149.1, XP_034184150.1	XP_026668042.1
OG0000335	XP_034184144.1	XP_026668036.1
OG0000336	XP_034186935.1	XP_017877209.1
OG0000337	XP_034181908.1	XP_017882334.1, XP_017882333.1
OG0000338	XP_034181636.1, XP_034181635.1, XP_034181634.1, XP_034181638.1, XP_034181637.1, XP_034181639.1	XP_017876980.2
OG0000339	XP_034183642.1	XP_017882127.1
OG0000340	XP_034190530.1	XP_026667384.1
OG0000341	XP_034176805.1, XP_034176803.1, XP_034176804.1	XP_017883067.1
OG0000342	XP_034191667.1	XP_017884928.1
OG0000343	XP_034189601.1, XP_034189603.1	XP_026670462.1, XP_017882114.1
OG0000344	XP_034176458.1, XP_034176456.1, XP_034176455.1	XP_017890442.1, XP_017890441.1
OG0000345	XP_034184508.1	XP_026673878.1
OG0000347	XP_034176423.1	XP_017887891.1
OG0000348	XP_034181312.1, XP_034181306.1	XP_026671105.1
OG0000348	XP_034181314.1	XP_026671107.1
OG0000349	XP_034189021.1, XP_034189023.1, XP_034189022.1	XP_017882631.1
OG0000350	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1	XP_017879015.1
OG0000351	XP_034175282.1, XP_034175491.1	XP_017879431.1, XP_017880104.1, XP_026670745.1, XP_017881611.1
OG0000352	XP_034187439.1	XP_017879420.1
OG0000353	XP_034172906.1	XP_017875776.1
OG0000354	XP_034172130.1	XP_017877011.1, XP_017877008.1
OG0000354	XP_034172138.1	XP_017877020.1
OG0000355	XP_034176981.1	XP_017876220.1, XP_017876219.1, XP_017876221.1, XP_017876223.1, XP_017876222.1
OG0000356	XP_034177453.1, XP_034177454.1	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1
OG0000357	XP_034192918.1	XP_017883601.1, XP_017883604.1, XP_017883603.1, XP_017883602.1
OG0000358	XP_034180893.1, XP_034180882.1	XP_026671665.1, XP_026671666.1
OG0000359	XP_034174846.1	XP_026667907.1
OG0000359	XP_034192172.1	XP_026675149.1
OG0000360	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1	XP_026674774.1, XP_017891265.1
OG0000361	XP_034182781.1	XP_026666601.1, XP_026674571.1, XP_026674574.1
OG0000362	XP_034190259.1	XP_017878368.1, XP_017888803.1
OG0000363	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1	XP_026670020.1, XP_017881399.1, XP_017881397.1
OG0000364	XP_034192209.1, XP_034192212.1	XP_017890425.1
OG0000365	XP_034183201.1	XP_026673913.1, XP_026673911.1, XP_026673910.1, XP_026673912.1, XP_017889314.1, XP_026673914.1
OG0000366	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1	XP_017891024.1
OG0000367	XP_034180255.1	XP_017885102.1
OG0000368	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1	XP_017892741.1, XP_026675616.1
OG0000369	XP_034189277.1	XP_017884211.1
OG0000370	XP_034186084.1, XP_034186083.1	XP_017875724.1
OG0000371	XP_034191096.1	XP_017890681.1
OG0000372	XP_034177085.1, XP_034177084.1, XP_034177086.1	XP_017891787.1, XP_017891786.1, XP_026675153.1, XP_017891788.1, XP_017891789.1
OG0000373	XP_034195545.1	XP_017890716.2
OG0000374	XP_034174838.1, XP_034173823.1	XP_017886196.1, XP_017890453.1, XP_026669405.1, XP_017888591.1, XP_017876268.1, XP_017877688.1, XP_017889154.1, XP_017875795.1, XP_017885272.1, XP_017885478.1, XP_017880834.1, XP_017881064.1, XP_017890417.1, XP_017888671.1
OG0000375	XP_034176224.1, XP_034176225.1, XP_034176226.1	XP_017880003.1
OG0000377	XP_034189845.1	XP_017876705.1
OG0000378	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1	XP_026672229.1, XP_026672228.1, XP_017885746.1, XP_026672230.1
OG0000380	XP_034189331.1	XP_017879217.1
OG0000381	XP_034177030.1, XP_034177024.1, XP_034177015.1	XP_017887720.1, XP_017887719.1
OG0000382	XP_034181453.1	XP_017885079.1
OG0000383	XP_034186544.1	XP_017886713.1, XP_017886711.1, XP_017886710.1
OG0000384	XP_034191743.1, XP_034191742.1, XP_034191744.1	XP_017885722.1, XP_017885721.1, XP_026672240.1, XP_017885720.1
OG0000385	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1	XP_017885097.1, XP_017885107.1
OG0000386	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1	XP_017876004.1
OG0000387	XP_034186076.1	XP_026671246.1
OG0000388	XP_034178224.1	XP_017893520.1
OG0000389	XP_034186722.1, XP_034186723.1	XP_026674256.1, XP_017889984.1
OG0000390	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1	XP_017893445.1
OG0000391	XP_034176377.1, XP_034176375.1, XP_034176374.1, XP_034176373.1, XP_034176371.1, XP_034176372.1, XP_034176378.1, XP_034176370.1, XP_034176379.1	XP_017880384.1, XP_026669442.1
OG0000392	XP_034185702.1	XP_017883836.1, XP_017883835.1, XP_026671267.1
OG0000393	XP_034186133.1, XP_034186134.1, XP_034186132.1	XP_026670585.1, XP_026670575.1, XP_017882535.1, XP_017882550.1, XP_017882558.1, XP_017882527.1
OG0000394	XP_034175167.1	XP_017876721.1, XP_017876729.1
OG0000395	XP_034183255.1	XP_017879917.1
OG0000396	XP_034177551.1, XP_034177541.1	XP_017892526.1, XP_017892525.1, XP_026675422.1
OG0000397	XP_034190999.1, XP_034190998.1	XP_017886844.1, XP_017886843.1
OG0000398	XP_034177324.1	XP_017876425.1, XP_017876424.1, XP_017876422.1, XP_017876423.1, XP_026667570.1
OG0000399	XP_034173488.1, XP_034173486.1, XP_034173487.1	XP_026669802.1, XP_026669801.1, XP_017881043.1, XP_017881044.1
OG0000400	XP_034172833.1, XP_034172832.1, XP_034172834.1	XP_026673753.1, XP_017889124.1, XP_026673754.1, XP_026673752.1
OG0000401	XP_034192158.1, XP_034174666.1	XP_017879321.1, XP_017883946.1, XP_017879308.1, XP_026672076.1, XP_017885395.1, XP_017885625.1
OG0000402	XP_034188593.1, XP_034188591.1, XP_034188594.1	XP_026669663.1, XP_026669664.1, XP_017880753.1, XP_026669665.1
OG0000404	XP_034190806.1	XP_017886597.1
OG0000404	XP_034190807.1, XP_034190798.1	XP_017886589.1
OG0000405	XP_034175984.1, XP_034175986.1, XP_034175985.1	XP_017888647.2, XP_017888646.2
OG0000406	XP_034196693.1, XP_034196698.1, XP_034196699.1	XP_017884207.1, XP_017884205.1
OG0000407	XP_034171108.1, XP_034171106.1, XP_034171107.1, XP_034171109.1, XP_034171104.1	XP_017884491.1, XP_026671512.1
OG0000408	XP_034195651.1, XP_034195652.1	XP_017888925.2, XP_017886275.1, XP_017886249.1, XP_017886267.1, XP_017886258.1
OG0000409	XP_034188103.1, XP_034188106.1, XP_034188105.1, XP_034188104.1	XP_017893314.1
OG0000410	XP_034185670.1, XP_034185668.1	XP_017883453.1
OG0000411	XP_034179648.1, XP_034179661.1, XP_034179594.1, XP_034179602.1, XP_034195387.1, XP_034194733.1	XP_026670019.1
OG0000412	XP_034189459.1	XP_017882168.1
OG0000413	XP_034193171.1	XP_017879984.1
OG0000414	XP_034194914.1	XP_017890267.2
OG0000414	XP_034181739.1	XP_017885094.2, XP_026675167.1, XP_026668991.1, XP_017891813.1
OG0000415	XP_034193213.1, XP_034193212.1, XP_034193214.1	XP_026668790.1
OG0000417	XP_034178209.1	XP_026675222.1, XP_026675220.1, XP_017891912.1
OG0000418	XP_034178047.1, XP_034178813.1, XP_034192200.1, XP_034178812.1, XP_034192230.1	XP_026669751.1, XP_017892956.2, XP_017891025.1
OG0000419	XP_034183724.1, XP_034183725.1	XP_017890927.1
OG0000420	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1	XP_017889183.1
OG0000421	XP_034193117.1, XP_034193118.1, XP_034193119.1	XP_026674530.1, XP_017890537.1, XP_017890536.1
OG0000422	XP_034183976.1, XP_034183929.1, XP_034183966.1, XP_034183937.1, XP_034183956.1, XP_034183921.1, XP_034183947.1	XP_026666859.1, XP_026666852.1, XP_026666870.1, XP_026666867.1
OG0000423	XP_034177644.1, XP_034177641.1, XP_034177640.1, XP_034177642.1	XP_017890189.1
OG0000424	XP_034194405.1, XP_034194404.1, XP_034194406.1	XP_017886107.1, XP_026672373.1, XP_017886106.1
OG0000426	XP_034177719.1	XP_017890528.1, XP_017883555.1
OG0000427	XP_034180134.1, XP_034180123.1	XP_026671739.1, XP_026671742.1
OG0000427	XP_034180114.1	XP_017884799.1
OG0000428	XP_034171020.1	XP_017880475.1
OG0000428	XP_034196642.1	XP_017880489.1
OG0000429	XP_034182151.1	XP_017887009.1, XP_017887008.1
OG0000430	XP_034191741.1	XP_017879641.1
OG0000431	XP_034192052.1, XP_034192050.1, XP_034192051.1	XP_017875410.1, XP_017875412.1, XP_017875411.1
OG0000432	XP_034175949.1, XP_034175950.1, XP_034175951.1	XP_017875152.1, XP_017875151.1, XP_017875150.1, XP_017885804.1
OG0000433	XP_034190341.1	XP_017892969.1, XP_017892973.1, XP_017892982.1
OG0000434	XP_034186686.1, XP_034186674.1	XP_017877208.1, XP_017877206.1
OG0000435	XP_034179596.1	XP_017881584.1
OG0000436	XP_034191079.1	XP_026674594.1, XP_026674590.1, XP_026674595.1, XP_017890652.1, XP_026674592.1, XP_026674591.1, XP_017890651.1
OG0000437	XP_034190283.1, XP_034190281.1, XP_034190284.1, XP_034190280.1, XP_034190285.1	XP_026670221.1, XP_017887042.1, XP_017881880.1
OG0000438	XP_034187889.1, XP_034187890.1	XP_017881113.1
OG0000439	XP_034194108.1, XP_034194107.1, XP_034194106.1	XP_026672207.1, XP_026672206.1, XP_026672208.1, XP_026672209.1, XP_026672210.1, XP_017885740.1, XP_026672205.1, XP_026672211.1
OG0000440	XP_034183023.1, XP_034183022.1, XP_034183021.1, XP_034183024.1	XP_017880238.1, XP_017880240.1
OG0000441	XP_034191193.1	XP_026675559.1, XP_017875980.2
OG0000442	XP_034182229.1	XP_017886157.1
OG0000443	XP_034181099.1, XP_034181100.1, XP_034181097.1, XP_034181098.1, XP_034181096.1	XP_017885599.1, XP_026672148.1
OG0000444	XP_034191694.1	XP_017875538.1
OG0000445	XP_034178751.1, XP_034178749.1, XP_034178750.1	XP_017893539.1, XP_026666681.1, XP_026666682.1
OG0000446	XP_034177837.1, XP_034177838.1	XP_017875382.1
OG0000447	XP_034182952.1, XP_034182950.1, XP_034182951.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
